uid,date,filename,start,duration,A/C,behavior,code,M/F,appearance
0,11월 19일,01_20221119085958_part2,56240,2720,Child,물리적거리,Approach,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
0,11월 19일,01_20221119085958_part2,59360,2960,Child,상호작용시도,None,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
0,11월 19일,01_20221119085958_part2,71420,5520,Child,물리적거리,Approach,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
0,11월 19일,01_20221119085958_part2,77400,6320,Child,상호작용시도,None,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
1,11월 19일,01_20221119085958_part2,48240,9240,Child,물리적거리,Approach,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화"
1,11월 19일,01_20221119085958_part2,56640,15600,Child,상호작용시도,None,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화"
1,11월 19일,01_20221119085958_part2,71200,5920,Child,물리적거리,Approach,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화"
1,11월 19일,01_20221119085958_part2,77400,6360,Child,상호작용시도,None,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화"
2,11월 19일,01_20221119085958_part2,3000,21040,Child,물리적거리,Pass,Male,"검정 마스크, 흰색 후리스, 회색 트레이닝 바지"
2,11월 19일,01_20221119085958_part2,238160,4160,Child,물리적거리,Approach,Male,"검정 마스크, 흰색 후리스, 회색 트레이닝 바지"
2,11월 19일,01_20221119085958_part2,242320,7760,Child,상호작용시도,None,Male,"검정 마스크, 흰색 후리스, 회색 트레이닝 바지"
3,11월 19일,01_20221119085958_part2,233440,6560,Child,물리적거리,Pass,Male,"흰색 마스크, 연두색 후리스, 흰색 바지"
4,11월 19일,01_20221119085958_part2,103800,19440,Adult,물리적거리,Pass,Male,"검정색 점퍼, 청바지, 검은색 운동화"
5,11월 19일,01_20221119085958_part2,47920,8640,Adult,물리적거리,Approach,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지"
5,11월 19일,01_20221119085958_part2,56480,16480,Adult,상호작용시도,None,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지"
5,11월 19일,01_20221119085958_part2,71200,6000,Adult,물리적거리,Approach,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지"
5,11월 19일,01_20221119085958_part2,77200,6640,Adult,상호작용시도,None,Female,"검정 핸드백, 흰색 점퍼, 아이보리색 바지"
6,11월 19일,01_20221119085958_part2,73280,6640,Adult,물리적거리,Pass,Female,"크로스백, 회색 맨투맨, 검정색 바지"
7,11월 19일,01_20221119085958_part2,161920,11760,Adult,물리적거리,Pass,Female,"흰색 맨투맨, 검정 바지, 적색 점퍼 입은 아이와 동행"
8,11월 19일,01_20221119085958_part2,162400,12200,Adult,물리적거리,Pass,Female,"초록색 맨투맨, 검정 바지"
8,11월 19일,01_20221119085958_part2,209600,6880,Adult,물리적거리,Approach,Female,"초록색 맨투맨, 검정 바지"
8,11월 19일,01_20221119085958_part2,216480,13520,Adult,상호작용시도,None,Female,"초록색 맨투맨, 검정 바지"
9,11월 19일,01_20221119105955_part1,1648720,19400,Adult,물리적거리,Pass,Male,"흰색 마스크, 검정색 후드, 검정색 바지"
10,11월 19일,01_20221119105955_part1,845600,11520,Adult,물리적거리,Pass,Female,"검정색 롱코트, 연두색 후리스 입은 아이와 동행"
10,11월 19일,01_20221119105955_part1,874000,5200,Adult,물리적거리,Approach,Female,"검정색 롱코트, 연두색 후리스 입은 아이와 동행"
10,11월 19일,01_20221119105955_part1,888000,20960,Adult,상호작용시도,None,Female,"검정색 롱코트, 연두색 후리스 입은 아이와 동행"
11,11월 19일,01_20221119105955_part1,845600,12240,Child,물리적거리,Pass,Male,"연두색 후리스, 흰색 바지"
11,11월 19일,01_20221119105955_part1,873600,5040,Child,물리적거리,Approach,Male,"연두색 후리스, 흰색 바지"
11,11월 19일,01_20221119105955_part1,878560,7440,Child,상호작용시도,None,Male,"연두색 후리스, 흰색 바지"
11,11월 19일,01_20221119105955_part1,886400,9280,Child,물리적거리,Approach,Male,"연두색 후리스, 흰색 바지"
11,11월 19일,01_20221119105955_part1,895960,19120,Child,상호작용시도,None,Male,"연두색 후리스, 흰색 바지"
11,11월 19일,01_20221119105955_part1,918960,3520,Child,물리적거리,Approach,Male,"연두색 후리스, 흰색 바지"
11,11월 19일,01_20221119105955_part1,922480,14160,Child,상호작용시도,None,Male,"연두색 후리스, 흰색 바지"
12,11월 19일,01_20221119105955_part1,838000,6000,Child,물리적거리,Approach,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지"
12,11월 19일,01_20221119105955_part1,844000,960,Child,상호작용시도,None,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지"
12,11월 19일,01_20221119105955_part1,891280,8720,Child,물리적거리,Approach,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지"
12,11월 19일,01_20221119105955_part1,900480,17520,Child,상호작용시도,None,Male,"검정색 마스크, 회색 맨투맨, 회색 트레이닝 바지"
13,11월 19일,01_20221119105955_part1,839120,12160,Adult,물리적거리,Approach,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,851200,5520,Adult,상호작용시도,None,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,856720,3120,Adult,물리적거리,Approach,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,860280,3280,Adult,상호작용시도,Touch,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,863560,3840,Adult,상호작용시도,None,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,867400,4960,Adult,상호작용시도,Gesture,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,885160,8160,Adult,물리적거리,Approach,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,889360,34160,Adult,상호작용시도,None,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,893320,15280,Adult,상호작용시도,None,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,908680,2560,Adult,물리적거리,Approach,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,911240,15200,Adult,상호작용시도,None,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,926440,1280,Adult,물리적거리,Approach,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,927720,2960,Adult,상호작용시도,Touch,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
13,11월 19일,01_20221119105955_part1,930680,6080,Adult,상호작용시도,None,Female,"검정 크로스백, 회색 맨투맨, 검정색 바지"
14,11월 19일,01_20221119105955_part1,783840,40680,Adult,물리적거리,Approach,Female,"초록색 맨투맨, 검정 바지"
14,11월 19일,01_20221119105955_part1,824520,18880,Adult,상호작용시도,None,Female,"초록색 맨투맨, 검정 바지"
14,11월 19일,01_20221119105955_part1,844320,4720,Adult,상호작용시도,Touch,Female,"초록색 맨투맨, 검정 바지"
14,11월 19일,01_20221119105955_part1,848040,39040,Adult,상호작용시도,None,Female,"초록색 맨투맨, 검정 바지"
15,11월 19일,01_20221119105955_part1,804560,9280,Child,상호작용시도,None,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,813840,7440,Child,상호작용시도,Touch,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,821280,2480,Child,상호작용시도,None,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,823760,6000,Child,상호작용시도,Touch,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,842320,5920,Child,물리적거리,Approach,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,848240,4720,Child,상호작용시도,None,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,852960,1280,Child,상호작용시도,Touch,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,854000,3600,Child,상호작용시도,None,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,857600,6720,Child,상호작용시도,Touch,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
15,11월 19일,01_20221119105955_part1,864320,12000,Child,상호작용시도,None,Male,"검정색 맨투맨, 검정색 바지, 흰색 운동화"
16,11월 19일,01_20221119105955_part1,790960,36400,Child,물리적거리,Approach,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
16,11월 19일,01_20221119105955_part1,827680,5440,Child,상호작용시도,None,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
16,11월 19일,01_20221119105955_part1,833120,3920,Child,상호작용시도,Touch,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
16,11월 19일,01_20221119105955_part1,837040,3200,Child,상호작용시도,None,Female,"포니테일, 아이보리색 점퍼, 검정색 바지"
17,11월 19일,01_20221119105955_part1,791120,27120,Child,물리적거리,Approach,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화"
17,11월 19일,01_20221119105955_part1,816400,9600,Child,상호작용시도,None,Male,"검정색 점퍼, 청바지, 검정/흰색 운동화"
18,11월 19일,01_20221119165958_part1,2387880,12320,Child,물리적거리,Pass,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2674240,9760,Child,물리적거리,Approach,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2684000,14480,Child,상호작용시도,None,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2698480,13840,Child,상호작용시도,Touch,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2712320,7520,Child,상호작용시도,None,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2719840,9520,Child,상호작용시도,Gesture,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2729360,8800,Child,상호작용시도,None,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2737360,15280,Child,물리적거리,Follow,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2750000,15440,Child,물리적거리,Avoid,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2764440,8240,Child,물리적거리,Follow,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2812800,7160,Child,물리적거리,Avoid,Female,"연보라색 조끼, 검정 바지"
18,11월 19일,01_20221119165958_part1,2819960,13240,Child,상호작용시도,None,Female,"연보라색 조끼, 검정 바지"
19,11월 19일,01_20221119165958_part1,2630240,8640,Child,물리적거리,Follow,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2638880,4000,Child,상호작용시도,None,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2647040,8080,Child,물리적거리,Approach,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2655120,1760,Child,상호작용시도,Gesture,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2656880,2560,Child,상호작용시도,None,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2659440,2320,Child,상호작용시도,Gesture,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2661760,3040,Child,상호작용시도,Touch,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2664800,16160,Child,상호작용시도,None,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2680960,5680,Child,상호작용시도,Gesture,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2686880,4320,Child,상호작용시도,None,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2691200,19200,Child,상호작용시도,Touch,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2710400,10000,Child,상호작용시도,None,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2720400,7040,Child,상호작용시도,Gesture,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2727440,8000,Child,상호작용시도,None,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2740000,34480,Child,물리적거리,Follow,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2812080,7960,Child,물리적거리,Avoid,Female,"베이지색 조끼, 흰색 상의, 크로스백"
19,11월 19일,01_20221119165958_part1,2820040,10720,Child,상호작용시도,None,Female,"베이지색 조끼, 흰색 상의, 크로스백"
20,11월 19일,01_20221119165958_part1,2387880,12240,Adult,물리적거리,Pass,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2448000,14400,Adult,물리적거리,Pass,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2646080,8480,Adult,물리적거리,Approach,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2654560,5160,Adult,상호작용시도,Gesture,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2659680,77440,Adult,상호작용시도,None,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2740320,37920,Adult,물리적거리,Follow,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2811440,7360,Adult,물리적거리,Avoid,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2819040,7040,Adult,상호작용시도,None,Male,"검정색 상의, 검정색 바지"
20,11월 19일,01_20221119165958_part1,2826080,7600,Adult,상호작용시도,Touch,Male,"검정색 상의, 검정색 바지"
21,11월 19일,01_20221119165958_part1,2675360,10160,Adult,물리적거리,Approach,Female,"단발 머리, 검정색 롱 코트"
21,11월 19일,01_20221119165958_part1,2685840,45040,Adult,상호작용시도,None,Female,"단발 머리, 검정색 롱 코트"
21,11월 19일,01_20221119165958_part1,2738640,13120,Adult,물리적거리,Follow,Female,"단발 머리, 검정색 롱 코트"
21,11월 19일,01_20221119165958_part1,2751760,12000,Adult,물리적거리,Avoid,Female,"단발 머리, 검정색 롱 코트"
21,11월 19일,01_20221119165958_part1,2763760,10320,Adult,물리적거리,Follow,Female,"단발 머리, 검정색 롱 코트"
21,11월 19일,01_20221119165958_part1,2807760,12960,Adult,물리적거리,Avoid,Female,"단발 머리, 검정색 롱 코트"
21,11월 19일,01_20221119165958_part1,2820720,23200,Adult,상호작용시도,None,Female,"단발 머리, 검정색 롱 코트"
22,11월 20일,01_20221120085959_part1,2249160,14000,Child,물리적거리,Pass,Male,"흰색 점퍼, 검정색 바지, 민트색 운동화"
22,11월 20일,01_20221120085959_part1,2311880,9280,Child,물리적거리,Pass,Male,"흰색 점퍼, 검정색 바지, 민트색 운동화"
22,11월 20일,01_20221120085959_part1,2328120,17280,Child,물리적거리,Pass,Male,"흰색 점퍼, 검정색 바지, 민트색 운동화"
22,11월 20일,01_20221120085959_part1,2347960,10720,Child,물리적거리,Pass,Male,"흰색 점퍼, 검정색 바지, 민트색 운동화"
22,11월 20일,01_20221120085959_part1,2360520,15040,Child,물리적거리,Pass,Male,"흰색 점퍼, 검정색 바지, 민트색 운동화"
22,11월 20일,01_20221120085959_part1,2624400,16400,Child,물리적거리,Pass,Male,"흰색 점퍼, 검정색 바지, 민트색 운동화"
23,11월 20일,01_20221120085959_part1,2358280,17200,Adult,물리적거리,Pass,Female,"검정색 핸드백, 회색 상의 위 검정색 점퍼"
24,11월 20일,01_20221120085959_part2,287480,5200,Child,물리적거리,Approach,Male,"초록색 점퍼, 청바지"
24,11월 20일,01_20221120085959_part2,292680,7600,Child,상호작용시도,None,Male,"초록색 점퍼, 청바지"
25,11월 20일,01_20221120085959_part2,287480,7680,Child,물리적거리,Approach,Male,"검정색 점퍼, 갈색 바지"
25,11월 20일,01_20221120085959_part2,295080,6480,Child,상호작용시도,None,Male,"검정색 점퍼, 갈색 바지"
26,11월 20일,01_20221120085959_part2,419680,5360,Adult,물리적거리,Approach,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지"
26,11월 20일,01_20221120085959_part2,425040,3360,Adult,상호작용시도,Gesture,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지"
27,11월 20일,01_20221120085959_part2,420000,3520,Child,물리적거리,Approach,Male,"검정색 점퍼, 회색 바지, 흰색 운동화"
27,11월 20일,01_20221120085959_part2,420320,3120,Child,상호작용시도,Gesture,Male,"검정색 점퍼, 회색 바지, 흰색 운동화"
28,11월 20일,01_20221120105957_part1,776360,17520,Adult,물리적거리,Approach,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지"
28,11월 20일,01_20221120105957_part1,793880,10720,Adult,상호작용시도,None,Female,"흰색 머리띠, 초록색 크로스백, 흰색 후리스, 청바지"
29,11월 20일,01_20221120105957_part1,776120,17840,Child,물리적거리,Approach,Male,"검정색 점퍼, 회색 바지, 흰색 운동화"
29,11월 20일,01_20221120105957_part1,794200,5120,Child,상호작용시도,Touch,Male,"검정색 점퍼, 회색 바지, 흰색 운동화"
29,11월 20일,01_20221120105957_part1,799320,1200,Child,상호작용시도,Gesture,Male,"검정색 점퍼, 회색 바지, 흰색 운동화"
30,11월 20일,01_20221120115956_part1,2426320,11600,Child,물리적거리,Pass,Male,"흰색 점퍼, 빨간색 바지"
31,11월 20일,01_20221120115956_part2,83600,7440,Child,물리적거리,Pass,Male,"흰색 점퍼, 빨간색 바지"
31,11월 20일,01_20221120115956_part2,182840,13360,Child,물리적거리,Pass,Male,"흰색 점퍼, 빨간색 바지"
31,11월 20일,01_20221120115956_part2,200440,3800,Child,물리적거리,Approach,Male,"흰색 점퍼, 빨간색 바지"
31,11월 20일,01_20221120115956_part2,203240,2480,Child,상호작용시도,Gesture,Male,"흰색 점퍼, 빨간색 바지"
32,11월 20일,01_20221120115956_part2,399240,8720,Adult,물리적거리,Pass,Male,"모자, 모자 위 안경, 아이보리색 조끼, 검정색 상의"
33,11월 20일,01_20221120115956_part2,401320,11680,Adult,물리적거리,Pass,Female,"모자, 크로스백, 흰색 조끼"
34,11월 20일,01_20221120115956_part2,404280,7120,Child,물리적거리,Pass,Male,"모자, 검정색 후드, 흰색 상의"
35,11월 20일,01_20221120115956_part2,491640,10320,Adult,물리적거리,Pass,Male,"검정색 상의, 검정색 바지"
35,11월 20일,01_20221120115956_part2,535760,10400,Adult,물리적거리,Pass,Male,"검정색 상의, 검정색 바지"
36,11월 20일,01_20221120125955_part1,1757760,23200,Child,물리적거리,Pass,Male,"흰색 점퍼, 빨간색 바지"
37,11월 20일,01_20221120125955_part1,1702800,20480,Adult,물리적거리,Pass,Male,"갈색 점퍼, 검정색 상의, 검정색 바지"
38,11월 20일,01_20221120125955_part1,1307000,16480,Adult,물리적거리,Pass,Male,"안경, 크로스백, 검정색 상의, 검정색 바지"
38,11월 20일,01_20221120125955_part1,1514480,9280,Adult,물리적거리,Approach,Male,"안경, 크로스백, 검정색 상의, 검정색 바지"
38,11월 20일,01_20221120125955_part1,1523760,16000,Adult,상호작용시도,None,Male,"안경, 크로스백, 검정색 상의, 검정색 바지"
39,11월 20일,01_20221120125955_part1,1382600,7680,Adult,물리적거리,Approach,Female,"초록색 모자, 빨간색 크로스백, 흰색 후리스"
39,11월 20일,01_20221120125955_part1,1390600,800,Adult,상호작용시도,None,Female,"초록색 모자, 빨간색 크로스백, 흰색 후리스"
39,11월 20일,01_20221120125955_part1,1391400,3920,Adult,상호작용시도,Gesture,Female,"초록색 모자, 빨간색 크로스백, 흰색 후리스"
39,11월 20일,01_20221120125955_part1,1395320,3840,Adult,상호작용시도,None,Female,"초록색 모자, 빨간색 크로스백, 흰색 후리스"
40,11월 20일,01_20221120125955_part1,1385920,9120,Child,물리적거리,Approach,Female,"검정색 점퍼, 분홍색 상의"
40,11월 20일,01_20221120125955_part1,1395040,6080,Child,상호작용시도,None,Female,"검정색 점퍼, 분홍색 상의"
40,11월 20일,01_20221120125955_part1,1401120,2880,Child,상호작용시도,Gesture,Female,"검정색 점퍼, 분홍색 상의"
40,11월 20일,01_20221120125955_part1,1406560,3680,Child,상호작용시도,Gesture,Female,"검정색 점퍼, 분홍색 상의"
41,11월 20일,01_20221120125955_part1,1396480,4400,Child,물리적거리,Approach,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1400880,2000,Child,상호작용시도,Gesture,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1402880,6160,Child,상호작용시도,None,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1409040,4240,Child,상호작용시도,Gesture,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1515200,10560,Child,물리적거리,Approach,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1525760,13080,Child,상호작용시도,Gesture,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1538400,5360,Child,상호작용시도,None,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1603840,5760,Child,물리적거리,Approach,Male,"검정색 후드, 흰색 상의"
41,11월 20일,01_20221120125955_part1,1609600,4960,Child,상호작용시도,Gesture,Male,"검정색 후드, 흰색 상의"
42,11월 20일,01_20221120125955_part1,1439040,11520,Child,물리적거리,Pass,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1569040,3200,Child,물리적거리,Approach,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1572240,1920,Child,상호작용시도,None,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1700320,10000,Child,물리적거리,Approach,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1710640,1600,Child,상호작용시도,None,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1712240,2320,Child,상호작용시도,Touch,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1714560,11120,Child,상호작용시도,None,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1725680,2560,Child,상호작용시도,Touch,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1728240,29520,Child,상호작용시도,None,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
42,11월 20일,01_20221120125955_part1,1757840,12240,Child,물리적거리,Follow,Female,"양갈래 머리, 하늘색 가방, 흰색 상의, 회색 바지"
43,11월 20일,01_20221120125955_part1,1681520,9040,Child,물리적거리,Approach,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지"
43,11월 20일,01_20221120125955_part1,1691200,5280,Child,상호작용시도,None,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지"
43,11월 20일,01_20221120125955_part1,1696480,4000,Child,상호작용시도,Gesture,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지"
43,11월 20일,01_20221120125955_part1,1704000,7280,Child,물리적거리,Approach,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지"
43,11월 20일,01_20221120125955_part1,1711280,47840,Child,상호작용시도,None,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지"
43,11월 20일,01_20221120125955_part1,1757840,11680,Child,물리적거리,Follow,Female,"묶은 머리, 하늘색 가방, 흰색 상의, 회색 바지"
44,11월 20일,01_20221120125955_part1,1565600,4000,Adult,물리적거리,Approach,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
44,11월 20일,01_20221120125955_part1,1569600,4240,Adult,상호작용시도,None,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
44,11월 20일,01_20221120125955_part1,1688480,9760,Adult,물리적거리,Approach,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
44,11월 20일,01_20221120125955_part1,1698240,3040,Adult,상호작용시도,None,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
44,11월 20일,01_20221120125955_part1,1701240,10280,Child,상호작용시도,Touch,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
44,11월 20일,01_20221120125955_part1,1737360,5520,Adult,물리적거리,Approach,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
44,11월 20일,01_20221120125955_part1,1742880,19920,Adult,상호작용시도,None,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
44,11월 20일,01_20221120125955_part1,1762320,11280,Adult,물리적거리,Follow,Female,"짧은 머리, 회색 점퍼, 검정색 신발"
45,11월 20일,01_20221120125955_part1,1728920,11280,Adult,물리적거리,Approach,Male,"회색 가방, 검정색 후드, 청바지"
45,11월 20일,01_20221120125955_part1,1741160,17120,Adult,상호작용시도,None,Male,"회색 가방, 검정색 후드, 청바지"
45,11월 20일,01_20221120125955_part1,1763720,11440,Adult,물리적거리,Follow,Male,"회색 가방, 검정색 후드, 청바지"
46,11월 20일,01_20221120125955_part1,1728240,7200,Adult,물리적거리,Approach,Female,"파란색 가방, 초록/베이지 상의, 흰색 바지"
46,11월 20일,01_20221120125955_part1,1735440,24240,Adult,상호작용시도,None,Female,"파란색 가방, 초록/베이지 상의, 흰색 바지"
46,11월 20일,01_20221120125955_part1,1767840,6000,Adult,물리적거리,Follow,Female,"파란색 가방, 초록/베이지 상의, 흰색 바지"
47,11월 20일,01_20221120125955_part1,1685360,8880,Child,물리적거리,Approach,Male,땡땡이 트레이닝복
47,11월 20일,01_20221120125955_part1,1694240,65440,Child,상호작용시도,None,Male,땡땡이 트레이닝복
47,11월 20일,01_20221120125955_part1,1759680,10000,Child,물리적거리,Follow,Male,땡땡이 트레이닝복
48,11월 20일,01_20221120125955_part2,477480,8560,Adult,물리적거리,Approach,Female,"흰색 가방, 단발머리, 갈색 롱코트"
48,11월 20일,01_20221120125955_part2,487320,5520,Adult,상호작용시도,None,Female,"흰색 가방, 단발머리, 갈색 롱코트"
49,11월 20일,01_20221120125955_part2,477880,12160,Adult,물리적거리,Pass,Male,"검정색 가방, 회색 상의, 검정색 바지"
50,11월 20일,01_20221120135953_part1,2326040,9840,Adult,물리적거리,Pass,Male,"안경, 크로스백, 검정색 상의, 검정색 바지"
51,11월 20일,01_20221120135953_part1,2866480,7520,Child,물리적거리,Pass,Male,"검정색 후드, 흰색 상의"
52,11월 20일,01_20221120135953_part1,2599080,5280,Child,물리적거리,Pass,Male,"흰색 점퍼, 빨간색 바지"
52,11월 20일,01_20221120135953_part1,2605160,13920,Child,물리적거리,Pass,Male,"흰색 점퍼, 빨간색 바지"
53,11월 20일,01_20221120135953_part1,2605720,13280,Adult,물리적거리,Pass,Male,"베이지색 점퍼, 회색 바지"
