uid,date,filename,start,duration,A/C,behavior,code,M/F,appearance
99,11월 26일,01_20221126115955_part1,241040,59760,Child,상호작용시도,None,Male,"회색 후드, 아이보리색 점퍼, 검정색 바지"
99,11월 26일,01_20221126115955_part1,375440,8960,Child,물리적거리,Approach,Male,"회색 후드, 아이보리색 점퍼, 검정색 바지"
99,11월 26일,01_20221126115955_part1,384400,3040,Child,상호작용시도,None,Male,"회색 후드, 아이보리색 점퍼, 검정색 바지"
100,11월 26일,01_20221126115955_part1,291680,7360,Child,물리적거리,Approach,Female,"검정색 상의, 검정색 치마, 검정색 반스타킹"
100,11월 26일,01_20221126115955_part1,299040,2880,Child,상호작용시도,None,Female,"검정색 상의, 검정색 치마, 검정색 반스타킹"
101,11월 26일,01_20221126115955_part1,109600,2160,Child,물리적거리,Approach,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,111760,17200,Child,물리적거리,Avoid,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,144560,9360,Child,물리적거리,Approach,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,153920,149920,Child,상호작용시도,None,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,310240,6240,Child,물리적거리,Approach,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,316480,30080,Child,상호작용시도,Touch,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,347040,2800,Child,물리적거리,Approach,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,349840,10880,Child,상호작용시도,None,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,360720,4320,Child,물리적거리,Approach,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
101,11월 26일,01_20221126115955_part1,365040,13040,Child,상호작용시도,None,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화"
102,11월 26일,01_20221126115955_part1,6960,34160,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,41120,2960,Child,상호작용시도,None,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,44080,4800,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,48880,20560,Child,상호작용시도,None,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,69440,3600,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,73040,3440,Child,상호작용시도,None,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,76480,8800,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,85280,10880,Child,상호작용시도,None,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,123520,5680,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,129200,13600,Child,물리적거리,Follow,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,142800,17680,Child,상호작용시도,None,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,197360,3920,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,201280,73200,Child,상호작용시도,None,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,274480,29920,Child,상호작용시도,Touch,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,315600,7280,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,322880,20080,Child,상호작용시도,None,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,344000,4320,Child,물리적거리,Approach,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
102,11월 26일,01_20221126115955_part1,348320,32560,Child,상호작용시도,Touch,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화"
103,11월 26일,01_20221126115955_part1,10000,7120,Child,물리적거리,Approach,Male,"무릎까지 오는 긴 점퍼, 줄무늬 검정 트레이닝복"
103,11월 26일,01_20221126115955_part1,18080,27680,Child,상호작용시도,Touch,Male,"무릎까지 오는 긴 점퍼, 줄무늬 검정 트레이닝복"
103,11월 26일,01_20221126115955_part1,45760,16000,Child,상호작용시도,Gesture,Male,"무릎까지 오는 긴 점퍼, 줄무늬 검정 트레이닝복"
103,11월 26일,01_20221126115955_part1,61760,33840,Child,상호작용시도,Touch,Male,"무릎까지 오는 긴 점퍼, 줄무늬 검정 트레이닝복"
104,11월 26일,01_20221126115955_part1,127360,5440,Child,물리적거리,Avoid,Male,"흰색 크로스백, 종아리까지 오는 검정색 점퍼"
105,11월 26일,01_20221126115955_part1,210000,5200,Adult,물리적거리,Approach,Female,"갈색 코트, 검정색 바지, 흰색 운동화"
105,11월 26일,01_20221126115955_part1,215200,38880,Adult,상호작용시도,None,Female,"갈색 코트, 검정색 바지, 흰색 운동화"
106,11월 26일,01_20221126115955_part1,233360,5280,Adult,물리적거리,Approach,Female,"크로스백, 분홍색 점퍼, 검은색 바지"
106,11월 26일,01_20221126115955_part1,238640,15840,Adult,상호작용시도,None,Female,"크로스백, 분홍색 점퍼, 검은색 바지"
107,11월 26일,01_20221126115955_part2,133720,9600,Adult,물리적거리,Approach,Female,"검정색 상의, 청바지"
107,11월 26일,01_20221126115955_part2,143320,9920,Adult,상호작용시도,Gesture,Female,"검정색 상의, 청바지"
108,11월 26일,01_20221126125954_part1,266360,20560,Child,물리적거리,Pass,Male,"검정색 상의, 검정색 바지"
109,11월 26일,01_20221126125954_part1,280680,14880,Child,물리적거리,Pass,Male,"노란색 상의, 검정색 바지"
110,11월 26일,01_20221126125954_part1,273160,13280,Adult,물리적거리,Pass,Male,"검정색 점퍼, 검정색 바지, 검정색 운동화"
110,11월 26일,01_20221126125954_part1,625840,8160,Adult,물리적거리,Pass,Female,"검정색 점퍼, 검정색 바지, 검정색 운동화"
111,11월 26일,01_20221126125954_part1,575920,5360,Child,물리적거리,Approach,Male,"검정색 후드, 차콜색 바지"
111,11월 26일,01_20221126125954_part1,581280,18080,Child,상호작용시도,Gesture,Male,"검정색 후드, 차콜색 바지"
111,11월 26일,01_20221126125954_part1,599360,4160,Child,상호작용시도,Touch,Male,"검정색 후드, 차콜색 바지"
111,11월 26일,01_20221126125954_part1,621680,5200,Child,물리적거리,Approach,Male,"검정색 후드, 차콜색 바지"
111,11월 26일,01_20221126125954_part1,626880,3200,Child,상호작용시도,Gesture,Male,"검정색 후드, 차콜색 바지"
112,11월 26일,01_20221126125954_part1,738080,6880,Child,물리적거리,Pass,Male,"검정색 점퍼, 민트색 상의, 청바지"
113,11월 26일,01_20221126125954_part1,1435360,15520,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1450880,640,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1544320,16320,Child,물리적거리,Pass,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1574240,11200,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1585440,26560,Child,상호작용시도,Gesture,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1635840,7760,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1643600,44080,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1687680,3840,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1691520,55840,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1746960,2880,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
113,11월 26일,01_20221126125954_part1,1749840,5200,Child,물리적거리,Avoid,Female,"분홍색 상의, 분홍색 치마"
114,11월 26일,01_20221126125954_part1,1443240,6800,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1450040,2240,Child,상호작용시도,None,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1574520,9280,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1583800,29280,Child,상호작용시도,None,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1634840,9520,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1644360,5520,Child,상호작용시도,None,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1649880,2160,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1660440,7920,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1668360,18080,Child,상호작용시도,Touch,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1697240,4720,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1701960,6960,Child,상호작용시도,Gesture,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1708920,12880,Child,상호작용시도,Touch,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1721800,27360,Child,상호작용시도,Gesture,Male,"회색 조끼, 검정색 바지"
114,11월 26일,01_20221126125954_part1,1749160,6640,Child,물리적거리,Avoid,Male,"회색 조끼, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1443840,12240,Adult,물리적거리,Pass,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1571920,8960,Adult,물리적거리,Approach,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1580880,32480,Adult,상호작용시도,None,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1654640,5280,Adult,물리적거리,Approach,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1659920,71840,Adult,상호작용시도,Touch,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1731760,6800,Adult,물리적거리,Approach,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1738560,3440,Adult,상호작용시도,None,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
115,11월 26일,01_20221126125954_part1,1745920,11600,Adult,상호작용시도,None,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1440840,7760,Adult,물리적거리,Approach,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1448600,3440,Adult,상호작용시도,None,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1594120,7840,Adult,물리적거리,Approach,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1601960,9440,Adult,상호작용시도,None,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1658600,6240,Adult,물리적거리,Approach,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1664840,24000,Adult,상호작용시도,None,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1737160,6880,Adult,물리적거리,Approach,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1744040,3840,Adult,상호작용시도,None,Female,"검정색 가방, 검정색 상의, 검정색 바지"
116,11월 26일,01_20221126125954_part1,1747880,7040,Adult,물리적거리,Avoid,Female,"검정색 가방, 검정색 상의, 검정색 바지"
117,11월 26일,01_20221126135953_part1,171800,12400,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,184200,2080,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2827400,6160,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2833560,6560,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2833560,134880,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2840120,5680,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2845800,10240,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2856040,3200,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2859240,2800,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2862040,8720,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2871960,2160,Child,물리적거리,Approach,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2874120,2320,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2876440,3360,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2878840,4800,Child,상호작용시도,Gesture,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2879720,0,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2883640,3040,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2886680,3440,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2890120,640,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2890760,69680,Child,상호작용시도,Touch,Female,"분홍색 상의, 분홍색 치마"
117,11월 26일,01_20221126135953_part1,2960440,8400,Child,상호작용시도,None,Female,"분홍색 상의, 분홍색 치마"
118,11월 26일,01_20221126135953_part1,2829920,6560,Child,물리적거리,Pass,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2836160,11360,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2847520,6160,Child,상호작용시도,Touch,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2853680,1520,Child,상호작용시도,None,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2855200,3840,Child,상호작용시도,Touch,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2859040,9040,Child,상호작용시도,None,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2871040,5120,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2876160,14800,Child,상호작용시도,None,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2890960,13120,Child,상호작용시도,Touch,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2907680,2880,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2910560,5600,Child,물리적거리,Approach,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2916160,44880,Child,상호작용시도,Touch,Male,"회색 조끼, 검정색 바지"
118,11월 26일,01_20221126135953_part1,2961040,9120,Child,상호작용시도,None,Male,"회색 조끼, 검정색 바지"
119,11월 26일,01_20221126135953_part1,2927840,7680,Adult,물리적거리,Pass,Female,"검정색 가방, 검정색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,98880,15360,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,114240,4160,Child,상호작용시도,Gesture,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,199960,2800,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,202760,2720,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2880000,7280,Child,물리적거리,Pass,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2942960,8000,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2950640,3840,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2954400,2560,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2956960,2640,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2959600,9280,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2968880,9840,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2978640,5440,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2982640,4800,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2986160,3280,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2989440,2320,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,2991760,8400,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,3000160,3440,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
120,11월 26일,01_20221126135953_part1,3003600,22400,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
121,11월 26일,01_20221126135953_part1,111520,6720,Child,물리적거리,Approach,Male,"빨간색 상의, 검정색 바지"
121,11월 26일,01_20221126135953_part1,118240,10880,Child,상호작용시도,None,Male,"빨간색 상의, 검정색 바지"
121,11월 26일,01_20221126135953_part1,3018920,3840,Child,물리적거리,Approach,Male,"빨간색 상의, 검정색 바지"
121,11월 26일,01_20221126135953_part1,3022760,3200,Child,상호작용시도,None,Male,"빨간색 상의, 검정색 바지"
122,11월 26일,01_20221126135953_part2,13280,15360,Adult,물리적거리,Pass,Female,"회색 가방, 회색 맨투맨, 검정바지"
123,11월 26일,01_20221126135953_part2,12520,18640,Adult,물리적거리,Pass,Female,"초록색 상의, 청바지, 흰색 운동화"
124,11월 26일,01_20221126135953_part2,0,7920,Child,상호작용시도,Gesture,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,9280,8720,Child,물리적거리,Avoid,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,18000,5440,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,23440,9920,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,33360,1360,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,34720,6080,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,39920,4560,Child,물리적거리,Avoid,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,44480,7640,Child,물리적거리,Follow,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,51120,7360,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,57920,2320,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,60480,8560,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,69040,27440,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,96480,3840,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,100320,7440,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,107760,4080,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,111840,7200,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,132240,4480,Child,물리적거리,Approach,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,136720,6240,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,142920,2160,Child,상호작용시도,Gesture,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,145080,7000,Child,상호작용시도,None,Male,"청록색 상의, 검정색 바지"
124,11월 26일,01_20221126135953_part2,152080,5280,Child,상호작용시도,Touch,Male,"청록색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,0,12160,Child,상호작용시도,None,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,29040,3840,Child,물리적거리,Approach,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,32880,7600,Child,상호작용시도,None,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,40960,4400,Child,물리적거리,Avoid,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,48000,7200,Child,물리적거리,Follow,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,66560,10800,Child,물리적거리,Approach,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,77360,43920,Child,상호작용시도,None,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,139760,6400,Child,물리적거리,Approach,Male,"빨간색 상의, 검정색 바지"
125,11월 26일,01_20221126135953_part2,146160,12000,Child,상호작용시도,None,Male,"빨간색 상의, 검정색 바지"
126,11월 26일,01_20221126135953_part2,65760,4080,Adult,물리적거리,Approach,Female,"회색 후드티, 검정색 바지, 흰색 운동화"
126,11월 26일,01_20221126135953_part2,69840,49280,Adult,상호작용시도,None,Female,"회색 후드티, 검정색 바지, 흰색 운동화"
126,11월 26일,01_20221126135953_part2,135120,9760,Adult,물리적거리,Approach,Female,"회색 후드티, 검정색 바지, 흰색 운동화"
126,11월 26일,01_20221126135953_part2,144880,11040,Adult,상호작용시도,None,Female,"회색 후드티, 검정색 바지, 흰색 운동화"
127,11월 26일,01_20221126145952_part1,2332040,2640,Adult,물리적거리,Approach,Male,"검정색 상의, 회색 바지"
127,11월 26일,01_20221126145952_part1,2334680,12800,Adult,상호작용시도,Touch,Male,"검정색 상의, 회색 바지"
127,11월 26일,01_20221126145952_part1,2347480,1160,Adult,상호작용시도,None,Male,"검정색 상의, 회색 바지"
127,11월 26일,01_20221126145952_part1,2348760,6080,Adult,상호작용시도,Touch,Male,"검정색 상의, 회색 바지"
127,11월 26일,01_20221126145952_part1,2354840,11840,Adult,상호작용시도,None,Male,"검정색 상의, 회색 바지"
128,11월 26일,01_20221126145952_part1,693640,13200,Child,물리적거리,Pass,Male,"검정 상의(흰색 모자), 검정색 바지"
128,11월 26일,01_20221126145952_part1,2331800,3200,Child,물리적거리,Approach,Male,"검정 상의(흰색 모자), 검정색 바지"
128,11월 26일,01_20221126145952_part1,2335000,9600,Child,상호작용시도,Touch,Male,"검정 상의(흰색 모자), 검정색 바지"
128,11월 26일,01_20221126145952_part1,2344600,12560,Child,상호작용시도,None,Male,"검정 상의(흰색 모자), 검정색 바지"
128,11월 26일,01_20221126145952_part1,2357160,5280,Child,상호작용시도,Touch,Male,"검정 상의(흰색 모자), 검정색 바지"
128,11월 26일,01_20221126145952_part1,2362440,3680,Child,상호작용시도,None,Male,"검정 상의(흰색 모자), 검정색 바지"
129,11월 26일,01_20221126145952_part2,326960,12240,Adult,물리적거리,Approach,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,339200,5840,Adult,상호작용시도,Touch,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,345040,48720,Adult,상호작용시도,None,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,393760,2400,Adult,물리적거리,Approach,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,396160,2240,Adult,상호작용시도,Touch,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,398400,26800,Adult,상호작용시도,None,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,425200,3200,Adult,상호작용시도,Touch,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,428400,8880,Adult,상호작용시도,None,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,437280,5360,Adult,물리적거리,Approach,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,442640,25280,Adult,상호작용시도,None,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,467920,2320,Adult,물리적거리,Approach,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,470240,640,Adult,상호작용시도,None,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,470880,2800,Adult,상호작용시도,Touch,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,473680,7760,Adult,상호작용시도,None,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
129,11월 26일,01_20221126145952_part2,481440,2480,Adult,상호작용시도,Touch,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화"
