pid,code,A/C,M/F,duration,engagement_score,norm_engagement_score,engagement_level
739,['Pass'],Adult,Female,12960,1.0,0.0,low
740,"['Approach', 'None']",Adult,Female,55200,3.77536231884058,6.980599945709461,mid
741,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'None']",Adult,Male,140080,3.968589377498573,7.466605245277362,mid
742,['Pass'],Adult,Male,17920,1.0,0.0,low
743,['Pass'],Adult,Male,20000,1.0,0.0,low
744,"['Approach', 'None']",Adult,Male,23360,3.136986301369863,5.374954598921037,mid
745,"['Approach', 'None']",Adult,Male,80720,3.89990089197225,7.293839752613248,mid
746,['Pass'],Child,Female,18960,1.0,0.0,low
747,['Pass'],Child,Female,11760,1.0,0.0,low
748,"['Approach', 'None', 'Gesture', 'None']",Child,Female,13120,3.5731707317073176,6.472047036208625,mid
749,"['Approach', 'Touch', 'None']",Child,Female,24000,3.65,6.665288251033811,mid
750,['Pass'],Child,Female,20640,1.0,0.0,low
751,"['Approach', 'None']",Child,Female,5680,3.366197183098592,5.951466522315601,mid
752,['Pass'],Child,Female,4480,1.0,0.0,low
753,"['Approach', 'None']",Child,Female,52960,3.93202416918429,7.374636319475933,mid
754,"['Approach', 'None', 'Touch']",Child,Female,7200,4.011111111111111,7.57355604205519,mid
755,['Pass'],Child,Female,11840,1.0,0.0,low
756,['Pass'],Adult,Female,9920,1.0,0.0,low
757,"['Approach', 'None']",Child,Female,7440,3.3870967741935485,6.004033238910554,mid
758,['Pass'],Adult,Female,12960,1.0,0.0,low
759,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None']",Adult,Female,32480,3.9384236453201966,7.390732301778359,mid
760,"['Approach', 'None']",Adult,Male,11680,3.0821917808219177,5.237135250230754,mid
761,"['Approach', 'None']",Adult,Male,17200,3.8790697674418606,7.241445243334672,mid
762,"['Approach', 'None']",Child,Female,12960,3.0864197530864192,5.247769459234632,mid
763,"['Approach', 'None']",Child,Female,18320,3.799126637554585,7.040372034131454,mid
764,"['Approach', 'Gesture']",Child,Female,6400,4.275,8.237290197032353,high
765,['Pass'],Child,Male,7040,1.0,0.0,low
766,"['Approach', 'Touch', 'None']",Child,Male,10000,3.904,7.304149841887618,mid
767,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch']",Child,Male,69280,4.460739030023095,8.70446158366305,high
768,"['Pass', 'None']",Adult,Female,27200,2.2,3.0182437363171983,low
769,['Pass'],Adult,Female,25760,1.0,0.0,low
770,['Pass'],Adult,Female,10560,1.0,0.0,low
771,"['Approach', 'Gesture']",Adult,Female,6720,3.5,6.2880077839941615,mid
772,['Pass'],Adult,Male,13840,1.0,0.0,low
773,['Pass'],Adult,Male,8160,1.0,0.0,low
774,"['Approach', 'Gesture']",Child,Female,8320,3.7884615384615374,7.013547143685796,mid
775,"['Approach', 'Gesture']",Child,Male,9820,4.234215885947047,8.134709866381042,high
776,['Pass'],Child,Male,10640,1.0,0.0,low
777,['Pass'],Adult,Female,8880,1.0,0.0,low
778,['Pass'],Child,Female,8000,1.0,0.0,low
779,"['Approach', 'None', 'Touch', 'None']",Adult,Male,68560,3.791131855309218,7.020263532935372,mid
780,"['Approach', 'None']",Child,Female,68640,3.7855477855477857,7.006218463284871,mid
781,"['Approach', 'None']",Child,Female,8480,3.547169811320755,6.406649440295938,mid
782,"['Approach', 'Touch', 'None', 'Touch', 'None']",Child,Female,41840,4.1166347992351815,7.838969550983162,mid
783,"['Approach', 'None']",Child,Female,29240,3.8002735978112177,7.043256872140109,mid
784,"['Approach', 'None']",Child,Female,9040,3.628318584070796,6.610755086181472,mid
785,"['Approach', 'None', 'Touch', 'None']",Child,Female,14960,3.9197860962566846,7.343855080343983,mid
786,"['Approach', 'None']",Child,Female,15680,3.9081632653061225,7.31462129974831,mid
787,"['Approach', 'None']",Child,Female,35520,3.9842342342342345,7.505955237650689,mid
788,"['Avoid', 'None']",Child,Female,3920,2.326530612244898,3.3364939262009834,low
789,['Avoid'],Child,Female,2320,2.0,2.515203113597665,low
790,"['Approach', 'None']",Child,Female,4880,3.344262295081968,5.896295823679772,mid
791,['Avoid'],Child,Female,3920,2.0,2.515203113597665,low
792,"['Approach', 'None']",Child,Female,6960,3.1149425287356323,5.31951003335598,mid
793,['Avoid'],Child,Female,1280,2.0,2.515203113597665,low
794,"['Approach', 'None']",Child,Female,3200,3.35,5.910727316954513,mid
795,['Avoid'],Child,Female,2880,2.0,2.515203113597665,low
796,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,62800,4.121019108280255,7.849996978744303,mid
797,"['Approach', 'Touch', 'None']",Child,Male,19680,3.955284552845528,7.433140908884155,mid
798,"['Approach', 'None']",Child,Male,9120,3.2982456140350878,5.780554524233228,mid
799,"['Approach', 'Touch', 'None']",Child,Male,13360,3.9820359281437128,7.500426051327168,mid
800,"['Approach', 'None']",Child,Male,17120,3.3831775700934577,5.994175644555182,mid
801,"['Approach', 'None']",Child,Male,4400,3.418181818181818,6.08221843833617,mid
802,"['Approach', 'Touch', 'None', 'Touch', 'None']",Child,Male,23280,4.127147766323024,7.865411798535651,mid
803,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,74240,4.302801724137931,8.307217180147457,high
804,['Avoid'],Child,Male,1120,2.0,2.515203113597665,low
805,"['Approach', 'None', 'Touch']",Child,Male,12880,4.3354037267080745,8.389217838521404,high
806,"['Avoid', 'None']",Child,Male,11040,3.5362318840579707,6.379138331588279,mid
807,"['Follow', 'Touch', 'None']",Child,Male,7680,4.0625,7.702809535392848,mid
808,"['Avoid', 'None']",Child,Male,7520,3.148936170212766,5.405010946241791,mid
809,['Avoid'],Child,Male,2240,2.0,2.515203113597665,low
810,"['Follow', 'Gesture', 'Touch']",Child,Male,14320,3.826815642458101,7.110015505477198,mid
811,['Avoid'],Child,Male,7040,2.0,2.515203113597665,low
812,"['Follow', 'None']",Child,Male,9760,3.0163934426229506,5.07163906512316,mid
813,"['Avoid', 'None']",Child,Male,19360,3.173553719008265,5.46692908162137,mid
814,"['Approach', 'Touch', 'None', 'Gesture', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",Child,Male,89760,4.411764705882353,8.581281211097915,high
815,"['Approach', 'None', 'None']",Adult,Female,71040,3.78490990990991,7.004614076494398,mid
816,"['Approach', 'Touch', 'None', 'None']",Child,Female,66680,3.843431313737253,7.151807293613035,mid
817,"['Approach', 'None']",Child,Male,7920,3.191919191919192,5.5131219762696295,mid
818,"['Approach', 'None']",Child,Male,5520,3.333333333333333,5.868807265061217,mid
819,"['Approach', 'Gesture']",Child,Male,3520,3.863636363636364,7.2026270980296765,mid
820,"['Approach', 'None']",Child,Male,1840,3.260869565217392,5.686546169872981,mid
821,"['Approach', 'None']",Child,Male,2960,3.2972972972972974,5.778169315021662,mid
822,"['Approach', 'Gesture']",Child,Male,3280,4.024390243902439,7.606955758197815,mid
823,"['Approach', 'Gesture']",Child,Male,6480,4.407407407407407,8.570321720406858,high
824,"['Approach', 'None']",Child,Male,7680,3.583333333333333,6.497608043460634,mid
825,['Pass'],Child,Male,15760,1.0,0.0,low
826,"['Approach', 'None']",Adult,Female,10240,3.640625,6.641708221843833,mid
827,"['Approach', 'None', 'Touch']",Adult,Female,24880,3.742765273311897,6.8986117553016335,mid
828,"['Approach', 'None']",Adult,Male,9200,3.5043478260869563,6.298943449705456,mid
829,['Pass'],Adult,Male,16800,1.0,0.0,low
830,['Pass'],Adult,Female,16000,1.0,0.0,low
831,"['Approach', 'None']",Child,Male,7760,3.484536082474227,6.249112890484919,mid
832,"['Approach', 'None', 'Touch', 'None', 'Gesture']",Child,Male,31520,4.261421319796955,8.203137058307105,high
833,"['Approach', 'None']",Child,Male,11760,3.2721088435374157,5.7148152376980965,mid
834,['Pass'],Adult,Female,15040,1.0,0.0,low
835,['Pass'],Child,Male,14800,1.0,0.0,low
836,['Pass'],Child,Male,12160,1.0,0.0,low
837,['Pass'],Adult,Male,17440,1.0,0.0,low
838,"['Approach', 'None']",Child,Female,4640,3.362068965517241,5.94108321660138,mid
839,['Pass'],Adult,Female,24960,1.0,0.0,low
840,"['Approach', 'None']",Adult,Female,17040,3.300469483568075,5.786148007806834,mid
841,['Pass'],Adult,Female,7360,1.0,0.0,low
842,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'Touch', 'None', 'None']",Adult,Female,65200,4.213496932515337,8.08259749019912,high
843,['Pass'],Child,Female,9040,1.0,0.0,low
844,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Female,56960,4.308988764044943,8.322778842185528,high
845,['Pass'],Adult,Female,12000,1.0,0.0,low
846,"['Approach', 'None']",Adult,Female,29520,3.907859078590786,7.313856208374782,mid
847,['Pass'],Child,Male,9520,1.0,0.0,low
848,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,63200,4.040506329113924,7.647490985900748,mid
849,"['Approach', 'None']",Child,Male,13360,3.55688622754491,6.431088200635945,mid
850,"['Approach', 'None']",Child,Male,8000,3.71,6.816200437849672,mid
851,"['Approach', 'Touch', 'None']",Child,Male,29600,3.897297297297297,7.28729118318026,mid
852,"['Approach', 'Touch', 'None']",Child,Male,18640,4.012875536480687,7.577993930238458,mid
853,['Pass'],Child,Male,11040,1.0,0.0,low
854,['Pass'],Child,Male,10560,1.0,0.0,low
855,"['Approach', 'None']",Child,Male,22240,3.7050359712230216,6.803714897213827,mid
856,"['Approach', 'None']",Child,Male,30320,3.926121372031662,7.3597895856987074,mid
857,"['Approach', 'None', 'Touch', 'None']",Child,Male,47200,3.8440677966101697,7.153408177316749,mid
858,['Pass'],Child,Male,6720,1.0,0.0,low
859,"['Approach', 'Gesture']",Child,Male,7440,4.053763440860215,7.68083531464233,mid
860,"['Approach', 'None']",Child,Male,33040,3.8038740920096847,7.052312846358584,mid
861,"['Approach', 'None']",Adult,Female,17760,3.414414414414414,6.072742652650218,mid
862,['Pass'],Adult,Male,11920,1.0,0.0,low
863,['Pass'],Adult,Male,15920,1.0,0.0,low
864,"['Approach', 'None']",Child,Female,15680,3.193877551020408,5.51804764717855,mid
865,['Pass'],Child,Female,7200,1.0,0.0,low
866,['Pass'],Child,Male,15280,1.0,0.0,low
867,['Pass'],Child,Male,14480,1.0,0.0,low
868,['Pass'],Child,Male,9200,1.0,0.0,low
869,['Approach'],Child,Male,4880,3.0,5.03040622719533,mid
870,['Follow'],Child,Male,3200,2.0,2.515203113597665,low
871,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'Touch', 'Gesture', 'None']",Adult,Female,86400,4.475925925925926,8.742659711523736,high
872,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'None']",Adult,Female,64720,4.203955500618047,8.058598850982877,high
873,['Pass'],Child,Male,10960,1.0,0.0,low
874,['Pass'],Adult,Female,14640,1.0,0.0,low
875,['Pass'],Child,Male,8240,1.0,0.0,low
876,['Pass'],Child,Male,6880,1.0,0.0,low
877,['Pass'],Adult,Male,13600,1.0,0.0,low
878,['Pass'],Adult,Male,18720,1.0,0.0,low
879,['Pass'],Adult,Male,19600,1.0,0.0,low
880,['Pass'],Child,Male,9280,1.0,0.0,low
881,['Pass'],Child,Female,8320,1.0,0.0,low
882,['Pass'],Adult,Male,23040,1.0,0.0,low
883,"['Approach', 'None']",Adult,Male,20400,3.6666666666666665,6.707208302927105,mid
884,"['Approach', 'None']",Adult,Female,17680,3.638009049773755,6.635128575689766,mid
885,"['Approach', 'None']",Child,Female,18240,3.5921052631578947,6.51967122866763,mid
886,['Pass'],Child,Male,7440,1.0,0.0,low
887,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None', 'Gesture', 'None']",Child,Male,22480,4.188612099644128,8.020007081080097,high
888,"['Approach', 'Gesture', 'None']",Child,Male,7040,4.204545454545455,8.060082704937972,high
889,"['Approach', 'Gesture']",Child,Male,4320,4.148148148148148,7.918232024288944,mid
890,"['Approach', 'None']",Adult,Male,5760,3.180555555555556,5.484540122706019,mid
891,"['Approach', 'None']",Adult,Male,15200,3.805263157894737,7.055806629197658,mid
892,['Pass'],Adult,Male,6400,1.0,0.0,low
893,['Pass'],Adult,Male,14400,1.0,0.0,low
894,"['Approach', 'Gesture']",Adult,Male,5600,3.8285714285714287,7.114431664176252,mid
895,['Pass'],Adult,Male,10560,1.0,0.0,low
896,['Pass'],Adult,Male,7680,1.0,0.0,low
897,['Pass'],Adult,Male,13200,1.0,0.0,low
898,['Pass'],Adult,Female,14560,1.0,0.0,low
899,['Pass'],Child,Female,4640,1.0,0.0,low
900,"['Approach', 'None']",Child,Female,18080,3.774336283185841,6.978019257635998,mid
901,"['Approach', 'None']",Child,Female,57200,3.909090909090909,7.316954512284116,mid
902,"['Approach', 'None']",Child,Female,10640,3.744360902255639,6.902625086189079,mid
903,"['Approach', 'None']",Child,Female,22080,3.757246376811594,6.935034671912401,mid
904,"['Approach', 'None']",Child,Female,8800,3.727272727272728,6.859644855266359,mid
905,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Female,82480,4.012609117361785,7.577323832041073,mid
906,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Female,33920,4.1745283018867925,7.984583469109568,mid
907,"['Approach', 'None']",Adult,Female,9600,3.1666666666666665,5.449606746128273,mid
908,"['Approach', 'Touch', 'None']",Child,Male,96400,3.921161825726141,7.347315319389029,mid
909,"['Approach', 'Touch', 'None', 'Gesture', 'None']",Child,Male,35360,4.052036199095022,7.676490950776582,mid
910,"['Approach', 'Touch', 'None']",Child,Male,21520,3.970260223048327,7.470807761206446,mid
911,"['Approach', 'None']",Child,Male,6400,3.2875,5.753527122354658,mid
912,['Pass'],Adult,Female,11680,1.0,0.0,low
913,"['Approach', 'Touch', 'None', 'Gesture', 'None', 'Gesture', 'None']",Adult,Female,27360,3.8011695906432745,7.04551047610106,mid
914,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",Adult,Female,32720,4.237163814180929,8.142124504653564,high
915,"['Approach', 'None']",Adult,Female,5680,3.4788732394366195,6.234869690044915,mid
916,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Touch', 'None']",Adult,Female,57520,4.258692628650904,8.196273845840512,high
917,"['Approach', 'None']",Adult,Female,10080,3.7777777777777777,6.986675315549068,mid
918,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']",Adult,Female,77440,4.353305785123967,8.434245151588861,high
919,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Female,32080,4.3541147132169575,8.43627977004703,high
920,['Pass'],Adult,Male,24800,1.0,0.0,low
921,"['Approach', 'None']",Adult,Male,76720,3.9259645464025024,7.359395137387953,mid
922,"['Approach', 'None']",Child,Male,14880,3.580645161290323,6.490846744768168,mid
923,"['Approach', 'None', 'Touch', 'None']",Child,Male,65200,3.83680981595092,7.135152881764172,mid
924,"['Approach', 'None', 'Touch', 'None']",Child,Male,25200,3.952380952380953,7.42583776395501,mid
925,"['Approach', 'None']",Child,Male,23760,3.764309764309764,6.952800526140345,mid
926,"['Approach', 'None']",Child,Male,10960,3.1751824817518246,5.471025750745284,mid
927,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture']",Child,Male,63160,4.0975300823305885,7.790917307540327,mid
928,"['Approach', 'None']",Adult,Male,36400,3.881318681318681,7.247101718519865,mid
929,"['Approach', 'None']",Adult,Male,6880,3.5348837209302326,6.3757474274917545,mid
930,"['Approach', 'None']",Adult,Male,16320,3.764705882352941,6.953796843475897,mid
931,"['Approach', 'Gesture', 'None', 'Touch', 'None']",Adult,Male,34800,4.057471264367816,7.69016124387332,mid
932,"['Approach', 'Touch', 'None']",Adult,Male,15040,4.037234042553191,7.639260520554608,mid
933,"['Approach', 'None']",Child,Male,11200,3.1142857142857143,5.317858011606491,mid
934,['Pass'],Child,Male,10320,1.0,0.0,low
935,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,125920,4.025412960609911,7.609528098444777,mid
936,['Pass'],Child,Male,13280,1.0,0.0,low
937,['Pass'],Child,Male,8000,1.0,0.0,low
938,"['Approach', 'None']",Child,Male,50560,3.8892405063291138,7.26702671745148,mid
939,"['Approach', 'None']",Child,Male,69520,3.902186421173763,7.299588322777112,mid
940,['Pass'],Adult,Female,14000,1.0,0.0,low
941,"['Approach', 'None']",Adult,Female,23840,3.523489932885906,6.347089736326993,mid
942,"['Approach', 'None']",Adult,Female,8080,3.366336633663366,5.951817268810316,mid
943,"['Approach', 'None']",Adult,Female,24400,3.8622950819672135,7.199253502199219,mid
944,"['Approach', 'None']",Adult,Female,69920,3.940503432494279,7.395963388954231,mid
945,['Pass'],Adult,Female,11200,1.0,0.0,low
946,['Pass'],Adult,Female,15360,1.0,0.0,low
947,"['Approach', 'None']",Adult,Female,126160,3.953709575142676,7.429179520062094,mid
948,['Pass'],Adult,Male,8480,1.0,0.0,low
949,"['Approach', 'None']",Adult,Male,33160,3.6936067551266585,6.774968097302274,mid
950,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Male,90200,4.035033259423503,7.633725103974465,mid
951,['Pass'],Child,Male,5600,1.0,0.0,low
952,['Pass'],Child,Male,9040,1.0,0.0,low
953,"['Approach', 'None', 'Gesture', 'None']",Child,Male,47600,4.021848739495798,7.60056335840101,mid
954,"['Approach', 'Touch', 'None']",Child,Male,79440,4.004028197381672,7.5557410753895615,mid
955,['Pass'],Adult,Female,18960,1.0,0.0,low
956,['Pass'],Child,Male,6320,1.0,0.0,low
957,['Pass'],Child,Male,15200,1.0,0.0,low
958,"['Approach', 'None']",Adult,Female,12240,3.640522875816993,6.64145135878076,mid
959,['Pass'],Adult,Female,10560,1.0,0.0,low
960,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Female,65760,3.974452554744525,7.481352326941958,mid
961,"['Approach', 'None']",Adult,Female,36240,3.8874172185430464,7.262440778334978,mid
962,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",Adult,Female,61200,4.143790849673203,7.907272533597887,mid
963,"['Approach', 'None']",Adult,Male,8800,3.5636363636363635,6.448066163950377,mid
964,['Approach'],Adult,Male,12880,3.0,5.03040622719533,mid
965,['Follow'],Adult,Male,9440,2.0,2.515203113597665,low
966,"['Approach', 'None']",Adult,Male,166320,3.9153439153439153,7.332682093081022,mid
967,['Pass'],Adult,Male,14000,1.0,0.0,low
968,"['Approach', 'None']",Child,Male,17520,3.616438356164384,6.580873899961014,mid
969,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,60400,3.9152317880794714,7.332400070236371,mid
970,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,96080,4.051623646960866,7.675453298364232,mid
971,"['Approach', 'Gesture']",Child,Male,6000,4.1466666666666665,7.914505797453985,mid
972,"['Pass', 'None']",Adult,Male,24480,2.019607843137255,2.564520821707423,low
973,['Follow'],Child,Male,4560,2.0,2.515203113597665,low
974,"['Avoid', 'None']",Child,Male,9760,3.0819672131147544,5.236570416834483,mid
975,"['Approach', 'None']",Child,Male,13760,3.755813953488372,6.931431836309844,mid
976,['Avoid'],Child,Male,4720,2.0,2.515203113597665,low
977,['Follow'],Child,Male,7200,2.0,2.515203113597665,low
978,"['Approach', 'None']",Child,Male,11600,3.1448275862068966,5.39467702295775,mid
979,['Pass'],Child,Male,14640,1.0,0.0,low
980,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,116400,4.023367697594502,7.604383846540293,mid
981,['Pass'],Child,Male,11120,1.0,0.0,low
982,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,88560,4.065943992773262,7.711471876739364,mid
983,"['Avoid', 'None']",Adult,Female,8480,3.056603773584905,5.1727762147574605,mid
984,"['Approach', 'None']",Adult,Female,9760,3.680327868852459,6.741569001200299,mid
985,"['Avoid', 'None']",Adult,Female,15120,3.5026455026455023,6.29466176048516,mid
986,"['Approach', 'None', 'None', 'None']",Adult,Female,64960,3.948275862068965,7.415512628020701,mid
987,"['Approach', 'None']",Adult,Female,22480,3.7864768683274015,7.008555295184953,mid
988,['Approach'],Adult,Female,1440,3.0,5.03040622719533,mid
989,['Follow'],Adult,Female,4160,2.0,2.515203113597665,low
990,"['Approach', 'None']",Adult,Female,16800,3.3952380952380947,6.024510314950595,mid
991,"['Approach', 'None']",Adult,Female,18720,3.5811965811965814,6.492233677833289,mid
992,['Pass'],Adult,Female,7920,1.0,0.0,low
993,"['Approach', 'None']",Adult,Female,51120,3.868544600938967,7.21497231177546,mid
994,"['Approach', 'None']",Adult,Female,14400,3.677777777777778,6.735155004189303,mid
995,"['Approach', 'Touch', 'None', 'None']",Adult,Female,61440,3.98828125,7.516134304305522,mid
996,['Avoid'],Adult,Male,9600,2.0,2.515203113597665,low
997,"['Approach', 'None']",Adult,Male,10720,3.253731343283582,5.668592091839512,mid
998,['Pass'],Adult,Male,15920,1.0,0.0,low
999,['Pass'],Adult,Male,10000,1.0,0.0,low
1000,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'None', 'None']",Adult,Male,77280,4.00103519668737,7.548213070724254,mid
1001,['Avoid'],Child,Male,4720,2.0,2.515203113597665,low
1002,"['Approach', 'None']",Child,Male,21120,3.821969696969697,7.097826968296442,mid
1003,['Approach'],Child,Male,2480,3.0,5.03040622719533,mid
1004,['Follow'],Child,Male,8560,2.0,2.515203113597665,low
1005,"['Approach', 'None']",Child,Male,19360,3.714876033057851,6.828464651378782,mid
1006,"['Approach', 'Touch', 'None', 'Touch', 'None']",Child,Male,39840,4.1305220883534135,7.873898903812769,mid
1007,"['Approach', 'None', 'Gesture', 'None']",Child,Male,19600,3.8612244897959194,7.196560745436583,mid
1008,['Pass'],Adult,Male,13760,1.0,0.0,low
1009,['Pass'],Adult,Female,6240,1.0,0.0,low
1010,['Pass'],Adult,Female,10480,1.0,0.0,low
1011,['Pass'],Child,Male,10080,1.0,0.0,low
1012,"['Approach', 'None']",Adult,Male,8880,3.45945945945946,6.186040090199663,mid
1013,"['Approach', 'Gesture']",Adult,Male,5760,4.333333333333333,8.384010378658882,high
1014,"['Approach', 'Gesture']",Adult,Male,7680,4.020833333333333,7.598009405659612,mid
1015,['Follow'],Adult,Male,3440,2.0,2.515203113597665,low
1016,['Avoid'],Adult,Male,4960,2.0,2.515203113597665,low
1017,['Pass'],Adult,Male,12320,1.0,0.0,low
1018,['Pass'],Adult,Female,8240,1.0,0.0,low
1019,['Pass'],Adult,Female,14480,1.0,0.0,low
1020,['Pass'],Adult,Female,14240,1.0,0.0,low
1021,['Pass'],Adult,Female,19040,1.0,0.0,low
1022,['Pass'],Adult,Male,12400,1.0,0.0,low
1023,['Pass'],Adult,Male,9600,1.0,0.0,low
1024,['Pass'],Adult,Male,6080,1.0,0.0,low
1025,['Pass'],Adult,Male,4640,1.0,0.0,low
1026,['Pass'],Adult,Male,7680,1.0,0.0,low
1027,['Pass'],Adult,Male,16480,1.0,0.0,low
1028,['Pass'],Adult,Male,8640,1.0,0.0,low
1029,['Pass'],Adult,Male,8320,1.0,0.0,low
1030,['Pass'],Adult,Male,16560,1.0,0.0,low
1031,['Pass'],Adult,Female,12800,1.0,0.0,low
1032,['Pass'],Child,Male,8720,1.0,0.0,low
1033,['Pass'],Child,Male,12000,1.0,0.0,low
1034,"['Approach', 'None']",Child,Male,15040,3.457446808510638,6.180977864266602,mid
1035,['Pass'],Child,Male,11760,1.0,0.0,low
1036,['Pass'],Child,Male,8800,1.0,0.0,low
1037,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",Child,Male,167760,4.383881735813066,8.511149877963295,high
1038,"['Approach', 'None']",Child,Male,36480,3.8618421052631575,7.198114173782789,mid
1039,"['Approach', 'None']",Child,Male,7120,3.3033707865168545,5.793445374017095,mid
1040,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,255200,4.398746081504703,8.548536726528491,high
1041,"['Approach', 'Touch', 'None']",Child,Male,6480,4.1234567901234565,7.856128243706285,mid
1042,"['Avoid', 'None']",Child,Male,23360,3.541095890410958,6.391372295511873,mid
1043,"['Approach', 'Gesture', 'Gesture', 'None', 'None']",Child,Male,18000,3.888888888888889,7.266142328171031,mid
1044,['Pass'],Adult,Female,14560,1.0,0.0,low
1045,"['Approach', 'None']",Adult,Female,19280,3.4522821576763487,6.167987718407551,mid
1046,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Female,116640,4.221536351165981,8.102818261020735,high
1047,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']",Adult,Female,85040,4.047036688617121,7.663916166456101,mid
1048,"['Approach', 'None', 'Gesture', 'None']",Adult,Female,45520,3.978910369068541,7.492564635409563,mid
1049,"['Approach', 'Touch', 'None']",Adult,Female,12240,3.908496732026144,7.31546003628079,mid
1050,['Pass'],Adult,Female,15440,1.0,0.0,low
1051,['Pass'],Adult,Female,4960,1.0,0.0,low
1052,['Pass'],Adult,Female,7440,1.0,0.0,low
1053,['Pass'],Adult,Male,18000,1.0,0.0,low
1054,"['Approach', 'None']",Adult,Male,57360,3.8410041841004174,7.145702569593365,mid
1055,"['Approach', 'None']",Adult,Male,19520,3.8114754098360657,7.071431704622943,mid
1056,['Pass'],Adult,Male,9120,1.0,0.0,low
1057,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Male,178960,4.082253017434063,7.752492386345952,mid
1058,"['Approach', 'None', 'Gesture', 'None', 'None']",Adult,Male,148880,3.9838796346050502,7.505063347559285,mid
1059,['Pass'],Child,Male,18720,1.0,0.0,low
1060,"['Approach', 'None']",Child,Male,19760,3.2267206477732797,5.600654706391561,mid
1061,"['Approach', 'None', 'Touch', 'None', 'Touch']",Child,Male,38240,4.7677824267782425,9.4767380911912,high
1062,"['Approach', 'None']",Child,Male,17040,3.63849765258216,6.636357510994777,mid
1063,"['Approach', 'None']",Child,Male,18640,3.836909871244636,7.135404541150457,mid
1064,"['Approach', 'None', 'Gesture', 'None']",Child,Male,27840,3.9655172413793114,7.4588781989448,mid
1065,"['Approach', 'None', 'Touch', 'Gesture', 'None', 'Touch', 'None']",Child,Male,49040,4.071778140293638,7.726145942747803,mid
1066,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None']",Child,Male,228560,4.131956597829891,7.877506986514491,mid
1067,"['Approach', 'None']",Child,Male,33040,3.929782082324455,7.368997015625119,mid
1068,['Pass'],Child,Male,7040,1.0,0.0,low
1069,['Pass'],Child,Male,4800,1.0,0.0,low
1070,['Pass'],Child,Male,5120,1.0,0.0,low
1071,"['Approach', 'Touch', 'None', 'Touch', 'None']",Child,Male,45920,4.156794425087108,7.939979166966845,mid
