pid,code,A/C,M/F,duration,engagement_score,norm_engagement_score,engagement_level
1072,['Pass'],Child,Male,13280,1.0,0.0,low
1073,['Pass'],Child,Male,9280,1.0,0.0,low
1074,"['Approach', 'Gesture']",Child,Male,10560,3.287878787878788,5.754479850806779,mid
1075,['Pass'],Child,Male,10720,1.0,0.0,low
1076,['Pass'],Child,Male,17440,1.0,0.0,low
1077,['Pass'],Child,Male,11840,1.0,0.0,low
1078,"['Approach', 'None']",Child,Male,16320,3.583333333333333,6.497608043460634,mid
1079,['Pass'],Child,Male,4720,1.0,0.0,low
1080,['Pass'],Child,Male,9360,1.0,0.0,low
1081,['None'],Child,Male,16720,4.0,7.545609340792994,mid
1082,['Pass'],Adult,Male,13360,1.0,0.0,low
1083,['Pass'],Child,Male,25440,1.0,0.0,low
1084,['Pass'],Child,Male,10880,1.0,0.0,low
1085,['Pass'],Child,Male,10640,1.0,0.0,low
1086,['Pass'],Child,Male,8560,1.0,0.0,low
1087,['Pass'],Adult,Female,9600,1.0,0.0,low
1088,['Pass'],Adult,Female,8000,1.0,0.0,low
1089,['Pass'],Adult,Female,22320,1.0,0.0,low
1090,['Pass'],Child,Male,6880,1.0,0.0,low
1091,['Pass'],Child,Male,13600,1.0,0.0,low
1092,['Pass'],Adult,Female,18400,1.0,0.0,low
1093,['Pass'],Child,Male,13520,1.0,0.0,low
1094,['Pass'],Child,Male,8800,1.0,0.0,low
1095,['Pass'],Child,Male,8240,1.0,0.0,low
1096,['Pass'],Adult,Female,16800,1.0,0.0,low
1097,"['Approach', 'None', 'Touch', 'None']",Adult,Female,98880,3.913430420711974,7.327869265424911,mid
1098,"['Approach', 'Touch', 'None']",Adult,Female,22400,3.975,7.482729262953053,mid
1099,"['Approach', 'None', 'None']",Adult,Female,20960,3.8664122137404577,7.209608924854374,mid
1100,"['Approach', 'None']",Adult,Female,39600,3.8464646464646464,7.159436741533555,mid
1101,"['Approach', 'None']",Adult,Female,12160,3.822368421052632,7.098829840351303,mid
1102,['Pass'],Child,Female,17840,1.0,0.0,low
1103,"['Approach', 'None']",Child,Female,145120,3.932745314222712,7.376450145721927,mid
1104,"['Approach', 'None']",Child,Female,16960,3.3867924528301887,6.003267808869897,mid
1105,"['Approach', 'None']",Child,Female,10480,3.49618320610687,6.2784077721102,mid
1106,"['Approach', 'None']",Child,Female,25360,3.8201892744479498,7.093348844026223,mid
1107,['Pass'],Child,Male,26560,1.0,0.0,low
1108,"['Approach', 'None', 'Gesture', 'None']",Child,Male,18080,3.730088495575221,6.866727084467961,mid
1109,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None']",Child,Male,158080,4.017712550607287,7.590160003230199,mid
1110,"['Approach', 'None']",Child,Male,15520,3.752577319587629,6.923291044645118,mid
1111,"['Approach', 'None']",Child,Male,21280,3.774436090225564,6.97827029261307,mid
1112,['Pass'],Child,Female,14880,1.0,0.0,low
1113,['Pass'],Child,Male,13600,1.0,0.0,low
1114,"['Approach', 'Touch']",Child,Male,17440,3.5504587155963305,6.414921702570191,mid
1115,['Pass'],Child,Male,15920,1.0,0.0,low
1116,['Pass'],Child,Female,17280,1.0,0.0,low
1117,['Pass'],Child,Female,14160,1.0,0.0,low
1118,['Pass'],Adult,Male,18080,1.0,0.0,low
1119,['Pass'],Child,Female,13840,1.0,0.0,low
1120,['Pass'],Adult,Male,7280,1.0,0.0,low
