,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_level,encoded_code,duration_sum
117,"['Approach', 'Gesture', 'None', 'Gesture', 'None']",5,"[3, 5, 4, 5, 4]","[10240, 7520, 3040, 3520, 16080]","[0.25346534653465347, 0.18613861386138614, 0.07524752475247524, 0.08712871287128712, 0.39801980198019804]",Child,Male,"베이지색 상의, 검정색 바지",high,8141400000000000000000,40400
118,"['Approach', 'Touch', 'Gesture', 'Touch', 'Gesture']",5,"[3, 5, 5, 5, 5]","[5280, 6120, 4720, 32080, 7360]","[0.09503239740820735, 0.1101511879049676, 0.08495320374370051, 0.5773938084953204, 0.13246940244780417]",Child,Female,"베이지색 상의, 청바지, 흰색 운동화",high,8212100000000000000000,55560
119,"['Approach', 'Touch']",2,"[3, 5]","[4560, 36800]","[0.1102514506769826, 0.8897485493230174]",Child,Female,"베이지색 상의, 청바지, 흰색 운동화",high,8200000000000000000000,41360
120,"['Approach', 'Touch']",2,"[3, 5]","[11040, 44880]","[0.19742489270386265, 0.8025751072961373]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",high,8200000000000000000000,55920
121,"['Approach', 'Touch']",2,"[3, 5]","[6960, 26160]","[0.21014492753623187, 0.7898550724637681]",Child,Female,"검정 상의, 흰색 조끼, 회색 바지",high,8200000000000000000000,33120
122,"['Approach', 'None']",2,"[3, 4]","[6160, 9680]","[0.3888888888888889, 0.6111111111111112]",Child,Female,"검정 상의, 흰색 조끼, 회색 바지",low,8400000000000000000000,15840
123,"['Approach', 'Gesture', 'Touch', 'Touch', 'Touch', 'None', 'Touch', 'Touch', 'Touch']",9,"[3, 5, 5, 5, 5, 4, 5, 5, 5]","[6000, 5320, 14400, 11160, 6200, 3000, 16520, 17800, 24280]","[0.0573175391669851, 0.050821551394726786, 0.13756209400076425, 0.10661062285059228, 0.0592281238058846, 0.02865876958349255, 0.15781429117309898, 0.1700420328620558, 0.2319449751623997]",Child,Female,"민트색 상의, 베이지색 바지",high,8122242220000000000000,104680
124,"['Approach', 'None']",2,"[3, 4]","[23440, 45040]","[0.3422897196261682, 0.6577102803738317]",Child,Female,"분홍색 상의, 분홍색 레이스 치마, 회색 바지",low,8400000000000000000000,68480
125,"['Approach', 'Touch']",2,"[3, 5]","[19760, 13120]","[0.6009732360097324, 0.39902676399026765]",Child,Female,"검정색 상의, 차콜색 바지",low,8200000000000000000000,32880
126,"['Approach', 'None', 'Gesture']",3,"[3, 4, 5]","[3360, 71040, 12680]","[0.03858520900321544, 0.8158015617822691, 0.1456132292145154]",Child,Female,"검정색 상의, 차콜색 바지",high,8410000000000000000000,87080
127,"['Approach', 'None']",2,"[3, 4]","[10000, 22760]","[0.3052503052503053, 0.6947496947496947]",Child,Male,"회색 후드, 회색 트레이닝 바지, 검정색 운동화",low,8400000000000000000000,32760
128,"['Approach', 'None']",2,"[3, 4]","[9040, 2960]","[0.7533333333333333, 0.24666666666666667]",Child,Male,"회색 후드, 회색 트레이닝 바지, 검정색 운동화",low,8400000000000000000000,12000
129,"['Approach', 'None']",2,"[3, 4]","[15920, 8560]","[0.6503267973856209, 0.34967320261437906]",Child,Female,"빨간색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,24480
130,"['Approach', 'None']",2,"[3, 4]","[8960, 37040]","[0.19478260869565217, 0.8052173913043478]",Child,Female,"빨간색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,46000
131,"['Approach', 'Gesture']",2,"[3, 5]","[18160, 45360]","[0.2858942065491184, 0.7141057934508817]",Child,Female,"반묶음 머리, 체크무늬 상의, 검정색 바지",high,8100000000000000000000,63520
132,"['Approach', 'Touch']",2,"[3, 5]","[6480, 49040]","[0.11671469740634005, 0.8832853025936599]",Child,Male,"검정 모자, 파란색 상의, 검정 조끼, 파란색 바지",high,8200000000000000000000,55520
134,"['Approach', 'None']",2,"[3, 4]","[4640, 11280]","[0.2914572864321608, 0.7085427135678392]",Child,Female,"베이지색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,15920
135,"['Approach', 'Touch']",2,"[3, 5]","[4080, 52560]","[0.07203389830508475, 0.9279661016949152]",Child,Female,"베이지색 상의, 청바지, 흰색 운동화",high,8200000000000000000000,56640
136,"['Approach', 'Touch']",2,"[3, 5]","[2880, 86720]","[0.03214285714285714, 0.9678571428571429]",Child,Female,"베이지색 상의, 청바지, 흰색 운동화",high,8200000000000000000000,89600
137,"['Approach', 'None']",2,"[3, 4]","[13120, 8320]","[0.6119402985074627, 0.3880597014925373]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",low,8400000000000000000000,21440
138,"['Approach', 'Touch']",2,"[3, 5]","[6160, 2640]","[0.7, 0.3]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",low,8200000000000000000000,8800
139,"['Approach', 'Touch']",2,"[3, 5]","[4000, 63920]","[0.05889281507656066, 0.9411071849234394]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",high,8200000000000000000000,67920
140,"['Approach', 'None']",2,"[3, 4]","[5920, 38960]","[0.1319073083778966, 0.8680926916221033]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",low,8400000000000000000000,44880
141,"['Approach', 'None']",2,"[3, 4]","[6400, 5120]","[0.5555555555555556, 0.4444444444444444]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",low,8400000000000000000000,11520
142,"['Approach', 'Touch']",2,"[3, 5]","[8000, 32000]","[0.2, 0.8]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",high,8200000000000000000000,40000
143,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[9760, 11840, 93120]","[0.08507670850767085, 0.10320781032078104, 0.8117154811715481]",Child,Female,"묶은 머리, 검정 상의, 흰색 조끼, 검정 바지",high,8420000000000000000000,114720
144,"['Approach', 'Touch']",2,"[3, 5]","[2720, 94640]","[0.027937551355792935, 0.9720624486442071]",Child,Female,"검정 상의, 흰색 조끼, 회색 바지",high,8200000000000000000000,97360
145,"['Approach', 'None']",2,"[3, 4]","[4720, 14640]","[0.24380165289256198, 0.756198347107438]",Child,Female,"검정 상의, 흰색 조끼, 회색 바지",low,8400000000000000000000,19360
146,"['Approach', 'None']",2,"[3, 4]","[4320, 22400]","[0.16167664670658682, 0.8383233532934131]",Child,Female,"검정 상의, 흰색 조끼, 회색 바지",low,8400000000000000000000,26720
147,"['Approach', 'None']",2,"[3, 4]","[8560, 12880]","[0.39925373134328357, 0.6007462686567164]",Child,Female,"검정 상의, 흰색 조끼, 회색 바지",low,8400000000000000000000,21440
148,"['Approach', 'Touch']",2,"[3, 5]","[3360, 2880]","[0.5384615384615384, 0.46153846153846156]",Child,Male,"줄무늬 검정색 상의, 줄무늬 검정색 하의",low,8200000000000000000000,6240
149,"['Approach', 'Touch']",2,"[3, 5]","[4960, 4240]","[0.5391304347826087, 0.4608695652173913]",Child,Male,"줄무늬 검정색 상의, 줄무늬 검정색 하의",low,8200000000000000000000,9200
150,"['Approach', 'Touch']",2,"[3, 5]","[3960, 33960]","[0.10443037974683544, 0.8955696202531646]",Child,Male,"회색 맨투맨, 검정 바지, 흰색 운동화",high,8200000000000000000000,37920
151,"['Approach', 'Touch']",2,"[3, 5]","[2320, 56560]","[0.03940217391304348, 0.9605978260869565]",Child,Male,"회색 맨투맨, 검정 바지, 흰색 운동화",high,8200000000000000000000,58880
152,"['Approach', 'None']",2,"[3, 4]","[11520, 10320]","[0.5274725274725275, 0.4725274725274725]",Child,Male,"회색 맨투맨, 검정 바지, 흰색 운동화",low,8400000000000000000000,21840
153,"['Approach', 'None']",2,"[3, 4]","[5600, 3440]","[0.6194690265486725, 0.3805309734513274]",Child,Male,"회색 맨투맨, 검정 바지, 흰색 운동화",low,8400000000000000000000,9040
154,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[7120, 8960, 22720]","[0.18350515463917524, 0.2309278350515464, 0.5855670103092784]",Child,Male,"회색 맨투맨, 검정 바지, 흰색 운동화",high,8420000000000000000000,38800
155,"['Approach', 'Touch']",2,"[3, 5]","[4240, 45120]","[0.08589951377633712, 0.9141004862236629]",Child,Male,"차콜색 후드, 검정 바지, 검은색/흰색 운동화",high,8200000000000000000000,49360
156,"['Approach', 'Touch']",2,"[3, 5]","[2080, 12560]","[0.14207650273224043, 0.8579234972677595]",Child,Male,"차콜색 후드, 검정 바지, 검은색/흰색 운동화",high,8200000000000000000000,14640
157,"['Approach', 'Touch']",2,"[3, 5]","[11680, 81920]","[0.12478632478632479, 0.8752136752136752]",Child,Male,"차콜색 후드, 검정 바지, 검은색/흰색 운동화",high,8200000000000000000000,93600
158,"['Approach', 'None']",2,"[3, 4]","[2640, 23760]","[0.1, 0.9]",Child,Male,"차콜색 후드, 검정 바지, 검은색/흰색 운동화",low,8400000000000000000000,26400
159,"['Approach', 'None']",2,"[3, 4]","[4800, 33280]","[0.12605042016806722, 0.8739495798319328]",Child,Male,"차콜색 후드, 검정 바지, 검은색/흰색 운동화",low,8400000000000000000000,38080
160,"['Approach', 'Touch', 'Touch', 'Touch']",4,"[3, 5, 5, 5]","[2000, 63680, 95680, 4080]","[0.012088974854932301, 0.3849129593810445, 0.5783365570599613, 0.024661508704061894]",Child,Male,"차콜색 후드, 검정 바지, 검은색/흰색 운동화",high,8222000000000000000000,165440
161,"['Approach', 'None']",2,"[3, 4]","[7680, 83840]","[0.08391608391608392, 0.916083916083916]",Child,Female,"분홍색 상의, 분홍색 레이스 치마, 회색 바지",low,8400000000000000000000,91520
162,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[8400, 56800, 22240]","[0.09606587374199452, 0.6495882891125343, 0.25434583714547115]",Child,Female,"분홍색 상의, 분홍색 레이스 치마, 회색 바지",high,8240000000000000000000,87440
163,"['Approach', 'None']",2,"[3, 4]","[7440, 6000]","[0.5535714285714286, 0.44642857142857145]",Child,Female,"검정색 상의, 차콜색 바지",low,8400000000000000000000,13440
164,"['Approach', 'Touch']",2,"[3, 5]","[4160, 4800]","[0.4642857142857143, 0.5357142857142857]",Child,Female,"검정색 상의, 차콜색 바지",high,8200000000000000000000,8960
165,"['Approach', 'Gesture']",2,"[3, 5]","[2080, 4160]","[0.3333333333333333, 0.6666666666666666]",Child,Male,"회색 후드(등에 LA), 회색 트레이닝 바지, 흰색 운동화",high,8100000000000000000000,6240
166,"['Approach', 'Touch']",2,"[3, 5]","[5840, 35600]","[0.14092664092664092, 0.859073359073359]",Child,Male,"회색 후드(등에 LA), 회색 트레이닝 바지, 흰색 운동화",high,8200000000000000000000,41440
167,"['Approach', 'None']",2,"[3, 4]","[10080, 16720]","[0.3761194029850746, 0.6238805970149254]",Child,Male,"회색 후드(등에 LA), 회색 트레이닝 바지, 흰색 운동화",low,8400000000000000000000,26800
168,"['Approach', 'None']",2,"[3, 4]","[6400, 83680]","[0.07104795737122557, 0.9289520426287744]",Child,Male,"회색 후드(등에 LA), 회색 트레이닝 바지, 흰색 운동화",low,8400000000000000000000,90080
169,"['Approach', 'None']",2,"[3, 4]","[4480, 6480]","[0.40875912408759124, 0.5912408759124088]",Child,Male,"회색 후드(등에 LA), 회색 트레이닝 바지, 흰색 운동화",low,8400000000000000000000,10960
170,"['Approach', 'None']",2,"[3, 4]","[2240, 13200]","[0.14507772020725387, 0.8549222797927462]",Child,Male,"회색 후드(등에 LA), 회색 트레이닝 바지, 흰색 운동화",low,8400000000000000000000,15440
171,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[4720, 6080, 20960]","[0.1486146095717884, 0.19143576826196473, 0.6599496221662469]",Child,Male,"회색 후드, 회색 트레이닝 바지, 검정색 운동화",low,8440000000000000000000,31760
172,"['Approach', 'None']",2,"[3, 4]","[6880, 9040]","[0.4321608040201005, 0.5678391959798995]",Child,Female,"빨간색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,15920
173,"['Approach', 'None']",2,"[3, 4]","[5200, 31760]","[0.1406926406926407, 0.8593073593073594]",Child,Female,"빨간색 상의, 청바지, 흰색 운동화",low,8400000000000000000000,36960
174,"['Approach', 'None']",2,"[3, 4]","[10240, 10720]","[0.48854961832061067, 0.5114503816793893]",Child,Female,"반묶음 머리, 체크무늬 상의, 검정색 바지",low,8400000000000000000000,20960
175,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[6320, 41280, 18080]","[0.09622411693057248, 0.6285018270401949, 0.27527405602923266]",Child,Female,"반묶음 머리, 체크무늬 상의, 검정색 바지",low,8440000000000000000000,65680
176,"['Approach', 'None']",2,"[3, 4]","[12720, 37600]","[0.2527821939586645, 0.7472178060413355]",Child,Male,"회색 후드, 아이보리색 점퍼, 검정색 바지",low,8400000000000000000000,50320
177,"['Approach', 'None']",2,"[3, 4]","[17200, 59760]","[0.2234927234927235, 0.7765072765072765]",Child,Male,"회색 후드, 아이보리색 점퍼, 검정색 바지",low,8400000000000000000000,76960
178,"['Approach', 'None']",2,"[3, 4]","[8960, 3040]","[0.7466666666666667, 0.25333333333333335]",Child,Male,"회색 후드, 아이보리색 점퍼, 검정색 바지",low,8400000000000000000000,12000
179,"['Approach', 'None']",2,"[3, 4]","[7360, 2880]","[0.71875, 0.28125]",Child,Female,"검정색 상의, 검정색 치마, 검정색 반스타킹",low,8400000000000000000000,10240
180,"['Approach', 'None']",2,"[3, 4]","[9360, 149920]","[0.05876443997990959, 0.9412355600200905]",Child,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화",low,8400000000000000000000,159280
181,"['Approach', 'Touch']",2,"[3, 5]","[6240, 30080]","[0.17180616740088106, 0.8281938325991189]",Child,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화",high,8200000000000000000000,36320
182,"['Approach', 'None']",2,"[3, 4]","[2800, 10880]","[0.2046783625730994, 0.7953216374269005]",Child,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화",low,8400000000000000000000,13680
183,"['Approach', 'None']",2,"[3, 4]","[4320, 13040]","[0.2488479262672811, 0.7511520737327189]",Child,Male,"검정색 상의(소매에 흰색 줄무늬), 회색 바지, 베이지색 운동화",low,8400000000000000000000,17360
184,"['Approach', 'None']",2,"[3, 4]","[34160, 2960]","[0.9202586206896551, 0.07974137931034483]",Child,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화",low,8400000000000000000000,37120
185,"['Approach', 'None']",2,"[3, 4]","[4800, 20560]","[0.1892744479495268, 0.8107255520504731]",Child,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화",low,8400000000000000000000,25360
186,"['Approach', 'None']",2,"[3, 4]","[3600, 3440]","[0.5113636363636364, 0.48863636363636365]",Child,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화",low,8400000000000000000000,7040
187,"['Approach', 'None']",2,"[3, 4]","[8800, 10880]","[0.44715447154471544, 0.5528455284552846]",Child,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화",low,8400000000000000000000,19680
189,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[3920, 73200, 29920]","[0.03662182361733931, 0.6838565022421524, 0.2795216741405082]",Child,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화",high,8420000000000000000000,107040
190,"['Approach', 'None']",2,"[3, 4]","[7280, 20080]","[0.26608187134502925, 0.7339181286549707]",Child,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화",low,8400000000000000000000,27360
191,"['Approach', 'Touch']",2,"[3, 5]","[4320, 32560]","[0.11713665943600868, 0.8828633405639913]",Child,Female,"흰색 머리끈, 검정색 상의, 검정색 바지, 흰색 운동화",high,8200000000000000000000,36880
192,"['Approach', 'Touch', 'Gesture', 'Touch']",4,"[3, 5, 5, 5]","[7120, 27680, 16000, 33840]","[0.08412098298676748, 0.3270321361058601, 0.1890359168241966, 0.3998109640831758]",Child,Male,"무릎까지 오는 긴 점퍼, 줄무늬 검정 트레이닝복",high,8212000000000000000000,84640
193,"['Approach', 'None']",2,"[3, 4]","[5200, 38880]","[0.11796733212341198, 0.8820326678765881]",Adult,Female,"갈색 코트, 검정색 바지, 흰색 운동화",low,8400000000000000000000,44080
194,"['Approach', 'None']",2,"[3, 4]","[5280, 15840]","[0.25, 0.75]",Adult,Female,"크로스백, 분홍색 점퍼, 검은색 바지",low,8400000000000000000000,21120
195,"['Approach', 'Gesture']",2,"[3, 5]","[9600, 9920]","[0.4918032786885246, 0.5081967213114754]",Adult,Female,"검정색 상의, 청바지",high,8100000000000000000000,19520
196,"['Approach', 'Gesture', 'Touch']",3,"[3, 5, 5]","[5360, 18080, 4160]","[0.19420289855072465, 0.6550724637681159, 0.15072463768115943]",Child,Male,"검정색 후드, 차콜색 바지",high,8120000000000000000000,27600
197,"['Approach', 'Gesture']",2,"[3, 5]","[5200, 3200]","[0.6190476190476191, 0.38095238095238093]",Child,Male,"검정색 후드, 차콜색 바지",low,8100000000000000000000,8400
198,"['Approach', 'None']",2,"[3, 4]","[15520, 640]","[0.9603960396039604, 0.039603960396039604]",Child,Female,"분홍색 상의, 분홍색 치마",low,8400000000000000000000,16160
199,"['Approach', 'Gesture']",2,"[3, 5]","[11200, 26560]","[0.2966101694915254, 0.7033898305084746]",Child,Female,"분홍색 상의, 분홍색 치마",high,8100000000000000000000,37760
200,"['Approach', 'Touch']",2,"[3, 5]","[7760, 44080]","[0.14969135802469136, 0.8503086419753086]",Child,Female,"분홍색 상의, 분홍색 치마",high,8200000000000000000000,51840
201,"['Approach', 'Touch']",2,"[3, 5]","[3840, 55840]","[0.064343163538874, 0.935656836461126]",Child,Female,"분홍색 상의, 분홍색 치마",high,8200000000000000000000,59680
202,"['Approach', 'None']",2,"[3, 4]","[6800, 2240]","[0.7522123893805309, 0.24778761061946902]",Child,Male,"회색 조끼, 검정색 바지",low,8400000000000000000000,9040
203,"['Approach', 'None']",2,"[3, 4]","[9280, 29280]","[0.24066390041493776, 0.7593360995850622]",Child,Male,"회색 조끼, 검정색 바지",low,8400000000000000000000,38560
204,"['Approach', 'None']",2,"[3, 4]","[9520, 5520]","[0.6329787234042553, 0.3670212765957447]",Child,Male,"회색 조끼, 검정색 바지",low,8400000000000000000000,15040
205,"['Approach', 'Touch']",2,"[3, 5]","[7920, 18080]","[0.3046153846153846, 0.6953846153846154]",Child,Male,"회색 조끼, 검정색 바지",high,8200000000000000000000,26000
206,"['Approach', 'Gesture', 'Touch', 'Gesture']",4,"[3, 5, 5, 5]","[4720, 6960, 12880, 27360]","[0.09090909090909091, 0.13405238828967642, 0.24807395993836673, 0.5269645608628659]",Child,Male,"회색 조끼, 검정색 바지",high,8121000000000000000000,51920
207,"['Approach', 'None']",2,"[3, 4]","[8960, 32480]","[0.21621621621621623, 0.7837837837837838]",Adult,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지",low,8400000000000000000000,41440
208,"['Approach', 'Touch']",2,"[3, 5]","[5280, 71840]","[0.06846473029045644, 0.9315352697095436]",Adult,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지",high,8200000000000000000000,77120
209,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[6800, 3440, 11600]","[0.31135531135531136, 0.1575091575091575, 0.5311355311355311]",Adult,Female,"분홍색 아이 가방, 파란색 상의, 검정색 바지",low,8440000000000000000000,21840
210,"['Approach', 'None']",2,"[3, 4]","[7760, 3440]","[0.6928571428571428, 0.30714285714285716]",Adult,Female,"검정색 가방, 검정색 상의, 검정색 바지",low,8400000000000000000000,11200
211,"['Approach', 'None']",2,"[3, 4]","[7840, 9440]","[0.4537037037037037, 0.5462962962962963]",Adult,Female,"검정색 가방, 검정색 상의, 검정색 바지",low,8400000000000000000000,17280
212,"['Approach', 'None']",2,"[3, 4]","[6240, 24000]","[0.20634920634920634, 0.7936507936507936]",Adult,Female,"검정색 가방, 검정색 상의, 검정색 바지",low,8400000000000000000000,30240
213,"['Approach', 'None']",2,"[3, 4]","[6880, 3840]","[0.6417910447761194, 0.3582089552238806]",Adult,Female,"검정색 가방, 검정색 상의, 검정색 바지",low,8400000000000000000000,10720
214,"['Approach', 'Touch']",2,"[3, 5]","[12400, 2080]","[0.856353591160221, 0.143646408839779]",Child,Female,"분홍색 상의, 분홍색 치마",low,8200000000000000000000,14480
215,"['Approach', 'Touch', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 5, 5, 4, 5, 4, 5, 4]","[6160, 6560, 134880, 5680, 10240, 3200, 2800, 8720]","[0.034560143626570915, 0.03680430879712747, 0.7567324955116697, 0.031867145421903054, 0.05745062836624776, 0.017953321364452424, 0.01570915619389587, 0.048922800718132854]",Child,Female,"분홍색 상의, 분홍색 치마",high,8224242400000000000000,178240
216,"['Approach', 'None', 'Touch', 'Gesture', 'None', 'None', 'Touch', 'None', 'Touch', 'None']",10,"[3, 4, 5, 5, 4, 4, 5, 4, 5, 4]","[2160, 2320, 3360, 4800, 0, 3040, 3440, 640, 69680, 8400]","[0.022076860179885527, 0.023712183156173343, 0.03434178250204415, 0.04905968928863451, 0.0, 0.03107113654946852, 0.03515944399018806, 0.006541291905151268, 0.7121831561733443, 0.08585445625511039]",Child,Female,"분홍색 상의, 분홍색 치마",high,8421442424000000000000,97840
217,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[11360, 6160, 1520, 3840, 9040]","[0.3558897243107769, 0.19298245614035087, 0.047619047619047616, 0.12030075187969924, 0.2832080200501253]",Child,Male,"회색 조끼, 검정색 바지",low,8242400000000000000000,31920
218,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[5120, 14800, 13120]","[0.1549636803874092, 0.44794188861985473, 0.39709443099273606]",Child,Male,"회색 조끼, 검정색 바지",high,8420000000000000000000,33040
219,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[5600, 44880, 9120]","[0.09395973154362416, 0.7530201342281879, 0.15302013422818792]",Child,Male,"회색 조끼, 검정색 바지",high,8240000000000000000000,59600
220,"['Approach', 'Gesture']",2,"[3, 5]","[15360, 4160]","[0.7868852459016393, 0.21311475409836064]",Child,Male,"청록색 상의, 검정색 바지",low,8100000000000000000000,19520
221,"['Approach', 'None']",2,"[3, 4]","[2800, 2720]","[0.5072463768115942, 0.4927536231884058]",Child,Male,"청록색 상의, 검정색 바지",low,8400000000000000000000,5520
222,"['Approach', 'Touch']",2,"[3, 5]","[8000, 3840]","[0.6756756756756757, 0.32432432432432434]",Child,Male,"청록색 상의, 검정색 바지",low,8200000000000000000000,11840
223,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[2560, 2640, 9280, 9840, 5440]","[0.08602150537634409, 0.08870967741935484, 0.3118279569892473, 0.33064516129032256, 0.1827956989247312]",Child,Male,"청록색 상의, 검정색 바지",high,8242400000000000000000,29760
224,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[4800, 3280, 2320, 8400, 3440, 22400]","[0.10752688172043011, 0.07347670250896057, 0.05197132616487455, 0.1881720430107527, 0.07706093189964158, 0.5017921146953405]",Child,Male,"청록색 상의, 검정색 바지",high,8424240000000000000000,44640
225,"['Approach', 'None']",2,"[3, 4]","[6720, 10880]","[0.38181818181818183, 0.6181818181818182]",Child,Male,"빨간색 상의, 검정색 바지",low,8400000000000000000000,17600
226,"['Approach', 'None']",2,"[3, 4]","[3840, 3200]","[0.5454545454545454, 0.45454545454545453]",Child,Male,"빨간색 상의, 검정색 바지",low,8400000000000000000000,7040
228,"['Approach', 'Touch', 'None', 'Touch']",4,"[3, 5, 4, 5]","[5440, 9920, 1360, 6080]","[0.23859649122807017, 0.43508771929824563, 0.05964912280701754, 0.26666666666666666]",Child,Male,"청록색 상의, 검정색 바지",high,8242000000000000000000,22800
229,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[2320, 8560, 27440, 3840, 7440, 4080, 7200]","[0.03810775295663601, 0.14060446780551905, 0.4507227332457293, 0.06307490144546649, 0.12220762155059132, 0.06701708278580815, 0.11826544021024968]",Child,Male,"청록색 상의, 검정색 바지",high,8242424000000000000000,60880
230,"['Approach', 'Touch', 'Gesture', 'None', 'Touch', 'None']",6,"[3, 5, 5, 4, 5, 4]","[4480, 6240, 2160, 7000, 5280, 12160]","[0.12004287245444802, 0.16720257234726688, 0.05787781350482315, 0.18756698821007503, 0.1414790996784566, 0.3258306538049303]",Child,Male,"청록색 상의, 검정색 바지",high,8214240000000000000000,37320
231,"['Approach', 'None']",2,"[3, 4]","[3840, 7600]","[0.3356643356643357, 0.6643356643356644]",Child,Male,"빨간색 상의, 검정색 바지",low,8400000000000000000000,11440
232,"['Approach', 'None']",2,"[3, 4]","[10800, 43920]","[0.19736842105263158, 0.8026315789473685]",Child,Male,"빨간색 상의, 검정색 바지",low,8400000000000000000000,54720
233,"['Approach', 'None']",2,"[3, 4]","[6400, 12000]","[0.34782608695652173, 0.6521739130434783]",Child,Male,"빨간색 상의, 검정색 바지",low,8400000000000000000000,18400
234,"['Approach', 'None']",2,"[3, 4]","[4080, 49280]","[0.07646176911544228, 0.9235382308845578]",Adult,Female,"회색 후드티, 검정색 바지, 흰색 운동화",low,8400000000000000000000,53360
235,"['Approach', 'None']",2,"[3, 4]","[9760, 11040]","[0.46923076923076923, 0.5307692307692308]",Adult,Female,"회색 후드티, 검정색 바지, 흰색 운동화",low,8400000000000000000000,20800
236,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[2640, 12800, 1160, 6080, 11840]","[0.07647740440324449, 0.3707995365005794, 0.03360370799536501, 0.1761297798377752, 0.3429895712630359]",Adult,Male,"검정색 상의, 회색 바지",high,8242400000000000000000,34520
237,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[3200, 9600, 12560, 5280, 3680]","[0.09324009324009325, 0.27972027972027974, 0.36596736596736595, 0.15384615384615385, 0.10722610722610723]",Child,Male,"검정 상의(흰색 모자), 검정색 바지",high,8242400000000000000000,34320
238,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[12240, 5840, 48720]","[0.18323353293413175, 0.08742514970059881, 0.7293413173652694]",Adult,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화",low,8240000000000000000000,66800
239,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[2400, 2240, 26800, 3200, 8880]","[0.05514705882352941, 0.051470588235294115, 0.6158088235294118, 0.07352941176470588, 0.20404411764705882]",Adult,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화",high,8242400000000000000000,43520
240,"['Approach', 'None']",2,"[3, 4]","[5360, 25280]","[0.17493472584856398, 0.825065274151436]",Adult,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화",low,8400000000000000000000,30640
241,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[2320, 640, 2800, 7760, 2480, 21920, 25600, 6080]","[0.03333333333333333, 0.009195402298850575, 0.040229885057471264, 0.11149425287356322, 0.035632183908045977, 0.31494252873563217, 0.367816091954023, 0.08735632183908046]",Adult,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화",high,8424242400000000000000,69600
242,"['Approach', 'None']",2,"[3, 4]","[10480, 8080]","[0.5646551724137931, 0.4353448275862069]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",low,8400000000000000000000,18560
