pid,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_score,norm_engagement_score,engagement_level
815,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[15280, 19280, 36480]","[0.21509009009009009, 0.2713963963963964, 0.5135135135135135]",Adult,Female,"검은색 롱패딩, 베이지색 바지",3.78490990990991,64.17562587801145,low
816,"['Approach', 'Touch', 'None', 'None']",4,"[3, 5, 4, 4]","[13120, 2680, 13920, 36960]","[0.1967606478704259, 0.04019196160767846, 0.20875824835032994, 0.5542891421715657]",Child,Female,"크로스백, 검은색 롱패딩, 청바지",3.8434313137372524,65.93603505831028,low
817,"['Approach', 'None']",2,"[3, 4]","[6400, 1520]","[0.8080808080808081, 0.1919191919191919]",Child,Male,"회색 상의, 검은색 바지",3.191919191919192,46.33760020687872,low
818,"['Approach', 'None']",2,"[3, 4]","[3680, 1840]","[0.6666666666666666, 0.3333333333333333]",Child,Male,"빨간색 상의, 검은색 조끼 패딩, 검은색 바지",3.333333333333333,50.59154383242823,low
819,"['Approach', 'Gesture']",2,"[3, 5]","[2000, 1520]","[0.5681818181818182, 0.4318181818181818]",Child,Male,"흰색/검은색 줄무늬 상의, 검은색 바지",3.8636363636363638,66.54383242823894,low
820,"['Approach', 'None']",2,"[3, 4]","[1360, 480]","[0.7391304347826086, 0.2608695652173913]",Child,Male,"흰색/검은색 줄무늬 상의, 검은색 바지",3.2608695652173916,48.411727999460325,low
821,"['Approach', 'None']",2,"[3, 4]","[2080, 880]","[0.7027027027027027, 0.2972972972972973]",Child,Male,"흰색/검은색 줄무늬 상의, 검은색 바지",3.2972972972972974,49.50752731008743,low
822,"['Approach', 'Gesture']",2,"[3, 5]","[1600, 1680]","[0.4878048780487805, 0.5121951219512195]",Child,Male,"흰색/검은색 줄무늬 상의, 검은색 바지",4.024390243902439,71.37954360536622,high
823,"['Approach', 'Gesture']",2,"[3, 5]","[1920, 4560]","[0.2962962962962963, 0.7037037037037037]",Child,Male,"흰색/검은색 줄무늬 상의, 검은색 바지",4.407407407407407,82.90125851219722,high
824,"['Approach', 'None']",2,"[3, 4]","[3200, 4480]","[0.4166666666666667, 0.5833333333333334]",Child,Male,"빨간색 패딩, 청바지",3.5833333333333335,58.11190845616757,low
826,"['Approach', 'None']",2,"[3, 4]","[3680, 6560]","[0.359375, 0.640625]",Adult,Female,"검은색 롱코트, 검은색 하의, 검은색 운동화",3.640625,59.83532534910784,low
827,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[13840, 3600, 7440]","[0.5562700964630225, 0.14469453376205788, 0.2990353697749196]",Adult,Female,"검은색 롱코트, 검은색 하의, 검은색 운동화",3.742765273311897,62.907853741403265,low
828,"['Approach', 'None']",2,"[3, 4]","[4560, 4640]","[0.4956521739130435, 0.5043478260869565]",Adult,Male,"검은색 자켓, 검은색 바지, 흰색 운동화",3.5043478260869563,55.73590919823253,low
831,"['Approach', 'None']",2,"[3, 4]","[4000, 3760]","[0.5154639175257731, 0.4845360824742268]",Child,Male,"검은색 상의, 청바지",3.484536082474227,55.13994305503347,low
832,"['Approach', 'None', 'Touch', 'None', 'Gesture']",5,"[3, 4, 5, 4, 5]","[2720, 10720, 8480, 7120, 2480]","[0.08629441624365482, 0.3401015228426396, 0.26903553299492383, 0.22588832487309646, 0.07868020304568528]",Child,Male,"검은색 상의, 청바지",4.261421319796955,78.50978407690218,high
833,"['Approach', 'None']",2,"[3, 4]","[8560, 3200]","[0.7278911564625851, 0.272108843537415]",Child,Male,"검은색 상의, 청바지",3.2721088435374153,48.74982188375739,low
838,"['Approach', 'None']",2,"[3, 4]","[2960, 1680]","[0.6379310344827587, 0.3620689655172414]",Child,Female,"빨간색 체크무늬 패딩, 흰색 상의, 멜빵바지",3.3620689655172415,51.455953559294834,low
840,"['Approach', 'None']",2,"[3, 4]","[11920, 5120]","[0.6995305164319249, 0.3004694835680751]",Adult,Female,"크로스백, 베이지색 후드, 청바지",3.300469483568075,49.60295129973011,low
842,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'Touch', 'None', 'None']",17,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 5, 4, 4]","[8000, 2000, 1520, 1840, 5120, 3440, 880, 2800, 2880, 2560, 9520, 1840, 800, 2240, 5200, 0, 14560]","[0.12269938650306748, 0.03067484662576687, 0.023312883435582823, 0.02822085889570552, 0.0785276073619632, 0.05276073619631902, 0.013496932515337423, 0.04294478527607362, 0.044171779141104296, 0.0392638036809816, 0.1460122699386503, 0.02822085889570552, 0.012269938650306749, 0.0343558282208589, 0.07975460122699386, 0.0, 0.2233128834355828]",Adult,Female,"주황색 롱코트(분홍색 상의), 회색 하의",4.213496932515338,77.06814860999397,high
844,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[12960, 8240, 3120, 17120, 2240, 5200, 8080]","[0.22752808988764045, 0.1446629213483146, 0.054775280898876406, 0.300561797752809, 0.03932584269662921, 0.09129213483146068, 0.14185393258426968]",Child,Female,"빨간색 체크무늬 패딩, 흰색 상의, 멜빵바지",4.308988764044943,79.94068217675925,high
846,"['Approach', 'None']",2,"[3, 4]","[2720, 26800]","[0.0921409214092141, 0.907859078590786]",Adult,Female,"베이지색 자켓, 보라색 상의, 검은색 바지",3.907859078590786,67.87411619267473,low
848,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[7600, 1600, 2240, 5280, 5680, 3840, 2240, 34720]","[0.12025316455696203, 0.02531645569620253, 0.035443037974683546, 0.08354430379746836, 0.08987341772151898, 0.060759493670886074, 0.035443037974683546, 0.549367088607595]",Child,Male,"검은색 상의, 검은색 바지, 검은색 운동화",4.040506329113924,71.86433895375673,high
849,"['Approach', 'None']",2,"[3, 4]","[5920, 7440]","[0.4431137724550898, 0.5568862275449101]",Child,Male,"검은색 상의, 검은색 바지, 검은색 운동화",3.55688622754491,57.316340941081364,low
850,"['Approach', 'None']",2,"[3, 4]","[2320, 5680]","[0.29, 0.71]",Child,Male,"검은색 상의, 검은색 바지, 검은색 운동화",3.71,61.9222265321955,low
851,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[7920, 4880, 16800]","[0.26756756756756755, 0.16486486486486487, 0.5675675675675675]",Child,Male,"검은색 상의, 검은색 바지, 검은색 운동화",3.897297297297297,67.55640240706182,low
852,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1680, 1920, 15040]","[0.09012875536480687, 0.10300429184549356, 0.8068669527896996]",Child,Male,"검은색 상의, 검은색 바지, 검은색 운동화",4.012875536480687,71.03316441197721,high
855,"['Approach', 'None']",2,"[3, 4]","[6560, 15680]","[0.2949640287769784, 0.7050359712230215]",Child,Male,"파란색 상의, 회색 바지, 검은색 운동화",3.7050359712230216,61.77290130657305,low
856,"['Approach', 'None']",2,"[3, 4]","[2240, 28080]","[0.07387862796833773, 0.9261213720316622]",Child,Male,"파란색 상의, 회색 바지, 검은색 운동화",3.926121372031662,68.42347261483917,low
857,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[9600, 20240, 2240, 15120]","[0.2033898305084746, 0.4288135593220339, 0.04745762711864407, 0.32033898305084746]",Child,Male,"파란색 상의, 회색 바지, 검은색 운동화",3.8440677966101697,65.9551813914347,low
859,"['Approach', 'Gesture']",2,"[3, 5]","[3520, 3920]","[0.4731182795698925, 0.5268817204301075]",Child,Male,"주황색 패딩, 빨간색 땡땡의 상의, 바지",4.053763440860215,72.26313221051578,high
860,"['Approach', 'None']",2,"[3, 4]","[6480, 26560]","[0.19612590799031476, 0.8038740920096852]",Child,Male,"주황색 패딩, 빨간색 땡땡의 상의, 바지",3.8038740920096847,64.74609613473663,low
861,"['Approach', 'None']",2,"[3, 4]","[10400, 7360]","[0.5855855855855856, 0.4144144144144144]",Adult,Female,"크로스백, 회색 자켓, 청바지",3.4144144144144146,53.030581007695055,low
864,"['Approach', 'None']",2,"[3, 4]","[12640, 3040]","[0.8061224489795918, 0.19387755102040816]",Child,Female,"분홍색 롱패딩, 흰색 하의, 분홍색 신발",3.193877551020408,46.39651050490017,low
871,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'Touch', 'Gesture', 'None']",11,"[3, 5, 4, 5, 4, 5, 4, 5, 5, 5, 4]","[4240, 3440, 1120, 2320, 5440, 2560, 20640, 17840, 6240, 12960, 9600]","[0.049074074074074076, 0.03981481481481482, 0.012962962962962963, 0.026851851851851852, 0.06296296296296296, 0.02962962962962963, 0.2388888888888889, 0.2064814814814815, 0.07222222222222222, 0.15, 0.1111111111111111]",Adult,Female,"크로스백, 베이지색 후드, 청바지",4.475925925925926,84.96239548314801,high
872,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'None']",8,"[3, 5, 4, 5, 4, 5, 4, 4]","[10080, 10880, 15520, 6480, 640, 5920, 5200, 10000]","[0.1557478368355995, 0.1681087762669963, 0.23980222496909764, 0.10012360939431397, 0.009888751545117428, 0.09147095179233622, 0.08034610630407911, 0.15451174289245984]",Adult,Female,"크로스백, 베이지색 후드, 청바지",4.203955500618047,76.78112842239315,high
883,"['Approach', 'None']",2,"[3, 4]","[6800, 13600]","[0.3333333333333333, 0.6666666666666666]",Adult,Male,"검은색 상의, 검은색 바지, 회색 운동화",3.6666666666666665,60.61869666408067,low
884,"['Approach', 'None']",2,"[3, 4]","[6400, 11280]","[0.36199095022624433, 0.6380090497737556]",Adult,Female,"체크무늬 상의, 갈색 바지",3.638009049773755,59.75663375095217,low
885,"['Approach', 'None']",2,"[3, 4]","[7440, 10800]","[0.40789473684210525, 0.5921052631578947]",Child,Female,"갈색 상의, 파란색 바지",3.5921052631578947,58.37578089910579,low
887,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None', 'Gesture', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[4080, 2800, 2880, 4160, 2080, 880, 3360, 2240]","[0.18149466192170818, 0.12455516014234876, 0.12811387900355872, 0.18505338078291814, 0.09252669039145907, 0.03914590747330961, 0.1494661921708185, 0.099644128113879]",Child,Male,"파란색 패딩, 검은색 바지",4.188612099644128,76.3195765428247,high
888,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[1120, 2560, 3360]","[0.1590909090909091, 0.36363636363636365, 0.4772727272727273]",Child,Male,"파란색 패딩, 검은색 바지",4.204545454545455,76.7988750969744,high
889,"['Approach', 'Gesture']",2,"[3, 5]","[1840, 2480]","[0.42592592592592593, 0.5740740740740741]",Child,Male,"파란색 패딩, 검은색 바지",4.148148148148148,75.10236186535643,high
890,"['Approach', 'None']",2,"[3, 4]","[4720, 1040]","[0.8194444444444444, 0.18055555555555555]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",3.1805555555555554,45.995765451254194,low
891,"['Approach', 'None']",2,"[3, 4]","[2960, 12240]","[0.19473684210526315, 0.8052631578947368]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",3.8052631578947365,64.78788126250457,low
894,"['Approach', 'Gesture']",2,"[3, 5]","[3280, 2320]","[0.5857142857142857, 0.4142857142857143]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",3.8285714285714287,65.48902803945474,low
900,"['Approach', 'None']",2,"[3, 4]","[4080, 14000]","[0.22566371681415928, 0.7743362831858407]",Child,Female,"갈색 상의, 파란색 바지",3.7743362831858405,63.857555764570186,low
901,"['Approach', 'None']",2,"[3, 4]","[5200, 52000]","[0.09090909090909091, 0.9090909090909091]",Child,Female,"갈색 상의, 파란색 바지",3.909090909090909,67.911171450737,low
902,"['Approach', 'None']",2,"[3, 4]","[2720, 7920]","[0.2556390977443609, 0.7443609022556391]",Child,Female,"갈색 상의, 파란색 바지",3.744360902255639,62.95585258724778,low
903,"['Approach', 'None']",2,"[3, 4]","[5360, 16720]","[0.2427536231884058, 0.7572463768115942]",Child,Female,"갈색 상의, 파란색 바지",3.7572463768115942,63.34346645529059,low
904,"['Approach', 'None']",2,"[3, 4]","[2400, 6400]","[0.2727272727272727, 0.7272727272727273]",Child,Female,"갈색 상의, 파란색 바지",3.7272727272727275,62.44181536074477,low
905,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[15920, 12640, 4960, 10560, 7680, 15280, 4320, 11120]","[0.1930164888457808, 0.15324927255092144, 0.06013579049466537, 0.1280310378273521, 0.09311348205625607, 0.18525703200775945, 0.052376333656644035, 0.13482056256062075]",Adult,Female,"검은색 상의, 회색 상의, 검은색 바지",4.012609117361785,71.02515013630969,high
906,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[2480, 1680, 9040, 3680, 3200, 3040, 10800]","[0.07311320754716981, 0.049528301886792456, 0.2665094339622642, 0.10849056603773585, 0.09433962264150944, 0.08962264150943396, 0.31839622641509435]",Adult,Female,"검은색 상의, 회색 상의, 검은색 바지",4.1745283018867925,75.89591536513606,high
907,"['Approach', 'None']",2,"[3, 4]","[8000, 1600]","[0.8333333333333334, 0.16666666666666666]",Adult,Female,"검은색 상의, 회색 상의, 검은색 바지",3.1666666666666665,45.577967416602014,low
908,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[11520, 3920, 80960]","[0.11950207468879669, 0.04066390041493776, 0.8398340248962656]",Child,Male,"파란색 패딩, 검은색 바지",3.9211618257261414,68.27428222849584,low
909,"['Approach', 'Touch', 'None', 'Gesture', 'None']",5,"[3, 5, 4, 5, 4]","[2080, 1760, 7920, 2160, 21440]","[0.058823529411764705, 0.049773755656108594, 0.2239819004524887, 0.06108597285067873, 0.6063348416289592]",Child,Male,"파란색 패딩, 검은색 바지",4.052036199095022,72.21117425904538,high
910,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1760, 1120, 18640]","[0.08178438661710037, 0.05204460966542751, 0.8661710037174721]",Child,Male,"파란색 패딩, 검은색 바지",3.970260223048327,69.75123362971209,low
911,"['Approach', 'None']",2,"[3, 4]","[4560, 1840]","[0.7125, 0.2875]",Child,Male,"파란색 패딩, 검은색 바지",3.2875,49.21281031807603,low
913,"['Approach', 'Touch', 'None', 'Gesture', 'None', 'Gesture', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[13280, 2960, 960, 3200, 1040, 1680, 4240]","[0.4853801169590643, 0.10818713450292397, 0.03508771929824561, 0.11695906432748537, 0.038011695906432746, 0.06140350877192982, 0.15497076023391812]",Adult,Female,"체크무늬 상의, 갈색 치마",3.8011695906432745,64.66474078913342,low
914,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[1520, 4800, 7360, 2080, 2320, 2400, 12240]","[0.04645476772616137, 0.1466992665036675, 0.22493887530562348, 0.06356968215158924, 0.07090464547677261, 0.07334963325183375, 0.3740831295843521]",Adult,Female,"체크무늬 상의, 갈색 치마",4.237163814180929,77.7800829285225,high
915,"['Approach', 'None']",2,"[3, 4]","[2960, 2720]","[0.5211267605633803, 0.4788732394366197]",Adult,Female,"체크무늬 상의, 갈색 치마",3.4788732394366195,54.96959647723423,low
916,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Touch', 'None']",11,"[3, 4, 5, 4, 5, 4, 5, 5, 4, 5, 4]","[3120, 3360, 1680, 5440, 6400, 20880, 3200, 3040, 6320, 3680, 400]","[0.054242002781641166, 0.0584144645340751, 0.02920723226703755, 0.09457579972183588, 0.11126564673157163, 0.36300417246175243, 0.055632823365785816, 0.05285118219749652, 0.10987482614742698, 0.06397774687065369, 0.006954102920723227]",Adult,Female,"체크무늬 상의, 갈색 치마",4.258692628650904,78.42770106744669,high
917,"['Approach', 'None']",2,"[3, 4]","[2240, 7840]","[0.2222222222222222, 0.7777777777777778]",Adult,Female,"체크무늬 상의, 갈색 치마",3.7777777777777777,63.96108094129816,low
918,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']",11,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[6320, 14400, 19680, 7840, 1520, 6240, 1520, 1680, 8880, 3520, 5840]","[0.08161157024793389, 0.1859504132231405, 0.25413223140495866, 0.1012396694214876, 0.01962809917355372, 0.08057851239669421, 0.01962809917355372, 0.02169421487603306, 0.11466942148760331, 0.045454545454545456, 0.07541322314049587]",Adult,Female,"체크무늬 상의, 갈색 치마",4.3533057851239665,81.27380280696804,high
919,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[2640, 8160, 720, 2240, 2000, 3600, 12720]","[0.08229426433915212, 0.2543640897755611, 0.022443890274314215, 0.06982543640897755, 0.06234413965087282, 0.11221945137157108, 0.39650872817955113]",Adult,Female,"체크무늬 상의, 갈색 치마",4.3541147132169575,81.29813654382275,high
921,"['Approach', 'None']",2,"[3, 4]","[5680, 71040]","[0.0740354535974974, 0.9259645464025026]",Adult,Male,"검은색 상의, 갈색 바지",3.9259645464025024,68.41875507118466,low
922,"['Approach', 'None']",2,"[3, 4]","[6240, 8640]","[0.41935483870967744, 0.5806451612903226]",Child,Male,"갈색 점퍼, 검은색 바지",3.580645161290323,58.03104432042845,low
923,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[12880, 26960, 2240, 23120]","[0.19754601226993865, 0.4134969325153374, 0.0343558282208589, 0.35460122699386504]",Child,Male,"갈색 점퍼, 검은색 바지",3.83680981595092,65.73685074747627,low
924,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[3200, 5120, 2000, 14880]","[0.12698412698412698, 0.20317460317460317, 0.07936507936507936, 0.5904761904761905]",Child,Male,"갈색 점퍼, 검은색 바지",3.9523809523809526,69.21339909121134,low
925,"['Approach', 'None']",2,"[3, 4]","[5600, 18160]","[0.2356902356902357, 0.7643097643097643]",Child,Male,"갈색 점퍼, 검은색 바지",3.7643097643097643,63.55594345315059,low
926,"['Approach', 'None']",2,"[3, 4]","[9040, 1920]","[0.8248175182481752, 0.17518248175182483]",Child,Male,"갈색 점퍼, 검은색 바지",3.1751824817518246,45.83413555463693,low
927,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture']",7,"[3, 4, 5, 4, 5, 4, 5]","[2240, 3160, 1840, 20320, 2800, 29040, 3760]","[0.03546548448385054, 0.050031665611146296, 0.029132362254591513, 0.3217226092463585, 0.044331855604813175, 0.4597846738442052, 0.059531348955034834]",Child,Male,"갈색 점퍼, 검은색 바지",4.0975300823305885,73.5796966193705,high
928,"['Approach', 'None']",2,"[3, 4]","[4320, 32080]","[0.11868131868131868, 0.8813186813186813]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",3.8813186813186813,67.07574233369424,low
929,"['Approach', 'None']",2,"[3, 4]","[3200, 3680]","[0.46511627906976744, 0.5348837209302325]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",3.5348837209302326,56.65447345156692,low
930,"['Approach', 'None']",2,"[3, 4]","[3840, 12480]","[0.23529411764705882, 0.7647058823529411]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",3.764705882352941,63.567859261625514,low
931,"['Approach', 'Gesture', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[2240, 1920, 21120, 2320, 7200]","[0.06436781609195402, 0.05517241379310345, 0.6068965517241379, 0.06666666666666667, 0.20689655172413793]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",4.057471264367816,72.3746689494663,high
932,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1840, 2400, 10800]","[0.12234042553191489, 0.1595744680851064, 0.7180851063829787]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",4.037234042553191,71.76590380139642,high
933,"['Approach', 'None']",2,"[3, 4]","[9920, 1280]","[0.8857142857142857, 0.11428571428571428]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.1142857142857143,44.00227197162806,low
935,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[9600, 31600, 3680, 42240, 2560, 8400, 6560, 21280]","[0.07623888182973317, 0.25095298602287164, 0.029224904701397714, 0.3354510800508259, 0.020330368487928845, 0.06670902160101652, 0.052096569250317665, 0.16899618805590852]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",4.025412960609911,71.41030841555414,high
938,"['Approach', 'None']",2,"[3, 4]","[5600, 44960]","[0.11075949367088607, 0.8892405063291139]",Child,Male,"검은색 점퍼, 파란색 상의, 갈색 바지",3.8892405063291138,67.31404238394987,low
939,"['Approach', 'None']",2,"[3, 4]","[6800, 62720]","[0.09781357882623705, 0.9021864211737629]",Child,Male,"검은색 점퍼, 파란색 상의, 갈색 바지",3.902186421173763,67.70347438402844,low
941,"['Approach', 'None']",2,"[3, 4]","[11360, 12480]","[0.47651006711409394, 0.5234899328859061]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.523489932885906,56.31173168941117,low
942,"['Approach', 'None']",2,"[3, 4]","[5120, 2960]","[0.6336633663366337, 0.36633663366336633]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.366336633663366,51.58433124150273,low
943,"['Approach', 'None']",2,"[3, 4]","[3360, 21040]","[0.1377049180327869, 0.8622950819672132]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.8622950819672135,66.50348471937836,low
944,"['Approach', 'None']",2,"[3, 4]","[4160, 65760]","[0.059496567505720827, 0.9405034324942791]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.940503432494279,68.85610596971735,low
947,"['Approach', 'None']",2,"[3, 4]","[5840, 120320]","[0.046290424857324035, 0.953709575142676]",Adult,Female,"갈색 모자, 검은색 롱패딩, 베이지색 바지",3.953709575142676,69.25336600167358,low
949,"['Approach', 'None']",2,"[3, 4]","[10160, 23000]","[0.30639324487334135, 0.6936067551266586]",Adult,Male,"검은색 점퍼, 검은색 상의 위 흰색 무늬, 검은색 바지",3.6936067551266585,61.42909381694041,low
950,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",9,"[3, 5, 4, 5, 4, 5, 4, 5, 4]","[6760, 1920, 16800, 3840, 9280, 2400, 36800, 1760, 10640]","[0.07494456762749446, 0.021286031042128603, 0.18625277161862527, 0.042572062084257206, 0.10288248337028826, 0.026607538802660754, 0.4079822616407982, 0.01951219512195122, 0.11796008869179601]",Adult,Male,"검은색 점퍼, 검은색 상의 위 흰색 무늬, 검은색 바지",4.035033259423503,71.6997010350243,high
953,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[2880, 33920, 3920, 6880]","[0.06050420168067227, 0.7126050420168067, 0.08235294117647059, 0.14453781512605043]",Child,Male,"검은색 점퍼, 흰색 줄무늬 검은색 바지",4.021848739495798,71.30309144604311,high
954,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1840, 2160, 75440]","[0.023162134944612285, 0.027190332326283987, 0.9496475327291037]",Child,Male,"검은색 점퍼, 흰색 줄무늬 검은색 바지",4.004028197381672,70.76702354807938,high
958,"['Approach', 'None']",2,"[3, 4]","[4400, 7840]","[0.35947712418300654, 0.6405228758169934]",Adult,Female,"체크무늬 상의, 갈색 치마",3.640522875816993,59.832253304735374,low
960,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[12640, 28960, 2880, 2000, 8080, 11200]","[0.1922141119221411, 0.44038929440389296, 0.043795620437956206, 0.030413625304136254, 0.12287104622871046, 0.170316301703163]",Adult,Female,"체크무늬 상의, 갈색 치마",3.9744525547445253,69.87734508162838,low
961,"['Approach', 'None']",2,"[3, 4]","[4080, 32160]","[0.11258278145695365, 0.8874172185430463]",Adult,Female,"체크무늬 상의, 갈색 치마",3.8874172185430464,67.25919522808891,low
962,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[2560, 7040, 5600, 7920, 2080, 17760, 3680, 14560]","[0.04183006535947712, 0.11503267973856209, 0.0915032679738562, 0.12941176470588237, 0.03398692810457516, 0.2901960784313726, 0.06013071895424837, 0.23790849673202613]",Adult,Female,"체크무늬 상의, 갈색 치마",4.143790849673202,74.9712879721322,high
963,"['Approach', 'None']",2,"[3, 4]","[3840, 4960]","[0.43636363636363634, 0.5636363636363636]",Adult,Male,"검은색 상의, 갈색 바지",3.5636363636363635,57.51939487975174,low
966,"['Approach', 'None']",2,"[3, 4]","[14080, 152240]","[0.08465608465608465, 0.9153439153439153]",Adult,Male,"검은색 상의, 갈색 바지",3.9153439153439153,68.09927099880552,low
968,"['Approach', 'None']",2,"[3, 4]","[6720, 10800]","[0.3835616438356164, 0.6164383561643836]",Child,Male,"갈색 점퍼, 검은색 바지",3.616438356164384,59.10775582643443,low
969,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[12080, 2240, 2800, 30720, 4160, 8400]","[0.2, 0.03708609271523179, 0.046357615894039736, 0.5086092715231788, 0.06887417218543046, 0.1390728476821192]",Child,Male,"갈색 점퍼, 검은색 바지",3.9152317880794705,68.09589804715397,low
970,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[3440, 15200, 3760, 50160, 4640, 18880]","[0.035803497085761866, 0.1582014987510408, 0.03913405495420483, 0.5220649458784347, 0.04829308909242298, 0.1965029142381349]",Child,Male,"갈색 점퍼, 검은색 바지",4.051623646960866,72.19876408914475,high
971,"['Approach', 'Gesture']",2,"[3, 5]","[2560, 3440]","[0.4266666666666667, 0.5733333333333334]",Child,Male,"갈색 점퍼, 검은색 바지",4.1466666666666665,75.0577967416602,high
972,"['Pass', 'None']",2,"[1, 4]","[16160, 8320]","[0.6601307189542484, 0.33986928104575165]",Adult,Male,"검은색 후드집업, 검은색 바지, 검은색 운동화",2.019607843137255,11.072765025327431,low
974,"['Avoid', 'None']",2,"[2, 4]","[4480, 5280]","[0.45901639344262296, 0.5409836065573771]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.0819672131147544,43.030084320034604,low
975,"['Approach', 'None']",2,"[3, 4]","[3360, 10400]","[0.2441860465116279, 0.7558139534883721]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.755813953488372,63.300377072545864,low
978,"['Approach', 'None']",2,"[3, 4]","[9920, 1680]","[0.8551724137931035, 0.14482758620689656]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",3.1448275862068966,44.92101602418341,low
980,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[2880, 72320, 2720, 4080, 2880, 31520]","[0.024742268041237112, 0.6213058419243986, 0.02336769759450172, 0.03505154639175258, 0.024742268041237112, 0.27079037800687283]",Child,Male,"검은색 점퍼, 흰색 상의, 검은색 바지",4.023367697594502,71.34878392104483,high
